identifier,resource_type,md_standard,ogc_web_services,md_date,language,crs_epsg_codes,title,keywords,abstract,md_contact_name,md_contact_email,landing_page,data_creators,data_publishers,data_pointcontact,bounding_box,license,access_rights,wcs_getcapabilities_url,wfs_getcapabilities_url,csw_metadata_name,csw_metadata_name_clean,feature_id,clean_feature_ids,layer,bbox_28992,intersects_outline_1,intersects_outline_2
a1f267ab-f7c6-47db-a938-3488b98aed69,dataset,ISO 19115,WFS; WMS,2023-10-31,dut,,Isohypsen 87.5 percentiel stijghoogte watervoerend pakket 1B,GRONDWATERSTAND; WATERBELEID,"Lijnen van gelijke grondwaterstijghoogte in watervoerend pakket 1B. Weergave in meter ten op zichte van NAP, 25 cm afstand. Natte situatie periode 2009 - 2020.",Provincie Utrecht,GIS@provincie-utrecht.nl,,,,GIS (Provincie Utrecht),"('4.713', '51.927', '5.71', '52.354')",Open data (publiek)|https://creativecommons.org/publicdomain/mark/1.0/deed.nl,otherRestrictions,,https://services.geodata-utrecht.nl/geoserver/w01_2_grondwater/wfs,Isohypsen_875_percentiel_stijghoogte_watervoerend_pakket_1B,Isohypsen_875_percentiel_stijghoogte_watervoerend_pakket_1B,w01_2_grondwater:Isohypsen_875_percentiel_stijghoogte_watervoerend_pakket_1B,Isohypsen_875_percentiel_stijghoogte_watervoerend_pakket_1B,w01_2_grondwater:Isohypsen_875_percentiel_stijghoogte_watervoerend_pakket_1B,"(108626.24103930133, 437663.29393833096, 177203.17593493895, 485335.63130499306)",True,True
3fffdb15-5fd3-4591-ab89-da6da596fcfa,service,ISO 19115,WFS,2024-07-04,dut,,Overlast en hinder,geluid; geluidbelasting; licht; stiltegebied,Deze service ontsluit kaartlagen betreffende overlast en hinder van geluid en licht binnen de provincie Utrecht,Provincie Utrecht,gis@provincie-utrecht.nl,,,,Team GIS (Provincie Utrecht); Provincie Utrecht; Team GIS (Provincie Utrecht),"('3.207', '50.734', '7.240', '53.545')",Geen beperkingen,otherRestrictions,,https://services.geodata-utrecht.nl/geoserver/m01_4_overlast_hinder/wfs,Geluidbelasting_Contouren_provinciale_wegen_2000,Geluidbelasting_Contouren_provinciale_wegen_2000,m01_4_overlast_hinder:Geluidbelasting_Contouren_provinciale_wegen_2000,Geluidbelasting_Contouren_provinciale_wegen_2000,m01_4_overlast_hinder:Geluidbelasting_Contouren_provinciale_wegen_2000,"(1087.288213572523, 306545.455307614, 285803.5409800106, 619850.1707615636)",True,True
fca7efa7-944a-4254-b485-c2206dfab690,service,ISO 19115,WFS,2025-05-20,dut,,Cultuur,CHAT,Deze service ontsluit kaartlagen die zijn opgenomen in de digitale Cultuurhistorische Atlas van de provincie Utrecht (CHAT),Provincie Utrecht,gis@provincie-utrecht.nl,,,,Team GIS (Provincie Utrecht); Provincie Utrecht; Team GIS (Provincie Utrecht),"('3.207', '50.734', '7.240', '53.545')",Geen beperkingen,otherRestrictions,,https://services.geodata-utrecht.nl/geoserver/t01_4_cultuur/wfs,CHAT_deelgebieden,CHAT_deelgebieden,t01_4_cultuur:CHAT_deelgebieden,CHAT_deelgebieden,t01_4_cultuur:CHAT_deelgebieden,"(1087.288213572523, 306545.455307614, 285803.5409800106, 619850.1707615636)",True,True
f8a08a15-b6e2-4055-8997-46161ec3c8df,service,ISO 19115,WFS,2025-05-19,dut,,Fauna,fauna,Deze service ontsluit kaartlagen betreffende het onderwerp fauna binnen de provincie Utrecht,Provincie Utrecht,gis@provincie-utrecht.nl,,,,Team GIS (Provincie Utrecht); Provincie Utrecht; Team GIS (Provincie Utrecht),"('3.207', '50.734', '7.240', '53.545')",Geen beperkingen,otherRestrictions,,https://services.geodata-utrecht.nl/geoserver/n01_1_2_fauna/wfs,Leefgebied_edelhert,Leefgebied_edelhert,n01_1_2_fauna:Leefgebied_edelhert,Leefgebied_edelhert,n01_1_2_fauna:Leefgebied_edelhert,"(1087.288213572523, 306545.455307614, 285803.5409800106, 619850.1707615636)",True,True
03d826fd-ac72-4ff5-b318-14c3c0fba550,dataset,ISO 19115,WFS; WMS,2025-04-08,dut,,Gevoelige bestemmingen NO2,MILIEUKWALITEIT; WEGEN; LUCHTKWALITEIT; STIKSTOF; ADRESSEN; Informatief,De belasting met NO2 (Jaargemiddelde NO2-concentratie in microgram/m3) als gevolg van wegen is vertaald naar GES (gezondheidseffectscreening)-contouren. De gevoelige bestemmingen in de verschillende GES-contouren gelegen zijn in beeld gebracht. Doel is inzicht in knelpunten in de bestaande situatie en in de aanwezige risico’s bij nieuwe ontwikkelingen. Met dit inzicht kunnen keuzes onderbouwd worden.,Provincie Utrecht,GIS@provincie-utrecht.nl,,,,GIS (Provincie Utrecht),"('4.805107', '51.859339', '5.622503', '52.280569')",Open data (publiek)|https://creativecommons.org/publicdomain/mark/1.0/deed.nl,otherRestrictions,,https://services.geodata-utrecht.nl/geoserver/m01_4_overlast_hinder_mgkp/wfs,Gevoelige_bestemmingen_NO2,Gevoelige_bestemmingen_NO2,m01_4_overlast_hinder_mgkp:Gevoelige_bestemmingen_NO2,Gevoelige_bestemmingen_NO2,m01_4_overlast_hinder_mgkp:Gevoelige_bestemmingen_NO2,"(114901.27684660522, 430112.50663044845, 171209.21738393596, 477111.2277093531)",True,True
e6078748-bdf2-481a-a5b1-867bd8e178f8,dataset,ISO 19115,WFS; WMS,2023-02-23,dut,,CHAT - monumenten (MIP),CULTUURHISTORIE; CULTUURHISTORISCHE WAARDENKAARTEN; MONUMENTEN; RIJKSMONUMENTEN; Informatief,"Digitale cultuurhistorische atlas van de Provincie Utrecht (CHAT), monumenten (Monumenten Inventarisatie Project - MIP).",Provincie Utrecht,GIS@provincie-utrecht.nl,,,,GIS (Provincie Utrecht),"('4.798', '51.86', '5.624', '52.305')",Open data (publiek)|https://creativecommons.org/publicdomain/mark/1.0/deed.nl,otherRestrictions,,https://services.geodata-utrecht.nl/geoserver/t01_4_cultuur/wfs,CHAT_monumenten_MIP,CHAT_monumenten_MIP,t01_4_cultuur:CHAT_monumenten_MIP,CHAT_monumenten_MIP,t01_4_cultuur:CHAT_monumenten_MIP,"(114412.30119247508, 430186.3812987448, 171312.1016958008, 479833.3513136626)",True,True
074a5100-9dc7-49ea-a6bf-0e442f16faaa,service,ISO 19115,WFS,2024-07-17,dut,,Grondwatersysteembenadering,grondwater; grondwatersysteembenadering,Deze service ontsluit kaartlagen die zijn opgenomen in de grondwatersysteembenadering binnen de provincie Utrecht.  De systeembenadering geeft inzicht in de invloed van ruimtelijke ontwikkelingen op het bodem- en grondwatersysteem.,Provincie Utrecht,gis@provincie-utrecht.nl,,,,Team GIS (Provincie Utrecht); Provincie Utrecht; Team GIS (Provincie Utrecht),"('3.207', '50.734', '7.240', '53.545')",Geen beperkingen,otherRestrictions,,https://services.geodata-utrecht.nl/geoserver/w01_2_Grondwatersysteembenadering/wfs,Grondwatersysteembenadering_Vereenvoudigde_bodemkaart_kleigebieden,Grondwatersysteembenadering_Vereenvoudigde_bodemkaart_kleigebieden,w01_2_Grondwatersysteembenadering:Grondwatersysteembenadering_Vereenvoudigde_bodemkaart_kleigebieden,Grondwatersysteembenadering_Vereenvoudigde_bodemkaart_kleigebieden,w01_2_Grondwatersysteembenadering:Grondwatersysteembenadering_Vereenvoudigde_bodemkaart_kleigebieden,"(1087.288213572523, 306545.455307614, 285803.5409800106, 619850.1707615636)",True,True
07c3e3f5-bf56-4888-b8fa-537d6afa1983,service,ISO 19115,WFS,2025-01-29,dut,,Biodiversiteit,biodiversiteit; fauna; flora; natuur,Deze service ontsluit kaartlagen betreffende het onderwerp biodiversiteit binnen de provincie Utrecht,Provincie Utrecht,gis@provincie-utrecht.nl,,,,Team GIS (Provincie Utrecht); Provincie Utrecht; Team GIS (Provincie Utrecht),"('3.207', '50.734', '7.240', '53.545')",Geen beperkingen,otherRestrictions,,https://services.geodata-utrecht.nl/geoserver/n01_1_2_biodiversiteit/wfs,Biodiversiteit_Fauna_Aandachtssoorten_Kilometerhok,Biodiversiteit_Fauna_Aandachtssoorten_Kilometerhok,n01_1_2_biodiversiteit:Biodiversiteit_Fauna_Aandachtssoorten_Kilometerhok,Biodiversiteit_Fauna_Aandachtssoorten_Kilometerhok,n01_1_2_biodiversiteit:Biodiversiteit_Fauna_Aandachtssoorten_Kilometerhok,"(1087.288213572523, 306545.455307614, 285803.5409800106, 619850.1707615636)",True,True
530b8ea6-0114-42bf-9b74-a9b691a6ee17,dataset,ISO 19115,WMS; WFS,2022-02-25,dut,28992,Wezenlijke waarden en kenmerken van het Natuurnetwerk Nederlands,natuurgebied; ruimtelijke ordening; natuurbehoud,Deze landelijke dataset bevat de beschrijving van de wezenlijke waarden en kenmerken (WWK) van het Natuurnetwerk Nederland (NNN). Deze dataset wordt gebruikt voor de Informatiekaart Natuur (IKN). De IKN is een initiatief van de gezamenlijke provincies en biedt een landelijk en actueel beeld van waar regels voor natuur gelden.,BIJ12,informatiekaartnatuur@bij12.nl,,,,BIJ12; BIJ12,"('3.0344', '50.6693', '7.3413', '53.8199')",Geen beperkingen (http://creativecommons.org/publicdomain/mark/1.0/deed.nl),otherRestrictions,,https://ogc-geoservices.bij12.nl/geoserver/IMNa_IKN/wfs?request=GetCapabilities,IMNa_IKN:wezenlijke_waarden_kenmerken_nnn,wezenlijke_waarden_kenmerken_nnn,IMNa_IKN:wezenlijke_waarden_kenmerken_nnn,wezenlijke_waarden_kenmerken_nnn,IMNa_IKN:wezenlijke_waarden_kenmerken_nnn,"(-11325.890567939554, 299535.1365264266, 293145.9320042859, 650798.0356762579)",True,True
528b7d5b-830a-4628-8766-3802b18bb9c5,dataset,ISO 19115,WMS; WFS,2022-02-25,dut,28992,Informatiekaart Natuur (actueel en historie),natuurgebied; ruimtelijke ordening; natuurbehoud,Deze landelijke dataset bevat alle gegevens over beschermde natuurgebieden die in de Informatiekaart Natuur (IKN) getoond worden. Deze dataset is een samenvoeging van alle in de IKN beschikbare kaartlagen. Zowel de laatste versie als alle voorgaande versies van elke kaartlaag zijn in deze dataset opgenomen; tijdreizen kan met de attributen begin_geldigheid en eind_geldigheid. De IKN is een initiatief van de gezamenlijke provincies en biedt een landelijk en actueel beeld van waar regels voor natuur gelden.,BIJ12,informatiekaartnatuur@bij12.nl,,,,BIJ12; BIJ12,"('3.0344', '50.6693', '7.3413', '53.8199')",Geen beperkingen (http://creativecommons.org/publicdomain/mark/1.0/deed.nl),otherRestrictions,,https://ogc-geoservices.bij12.nl/geoserver/IMNa_IKN/wfs?request=GetCapabilities,IMNa_IKN:beleid_totaal_historie,beleid_totaal_historie,IMNa_IKN:beleid_totaal_historie,beleid_totaal_historie,IMNa_IKN:beleid_totaal_historie,"(-11325.890567939554, 299535.1365264266, 293145.9320042859, 650798.0356762579)",True,True
23a1504d-3f76-4784-b03a-a70401ae153d,dataset,ISO 19115,WFS; WMS,2024-09-13,dut,,Kwaliteitsgids Landschappen - Landschappen,LANDSCHAPSONTWIKKELING; STRUCTUURPLANNEN; GRENZEN; Provinciaal beleid,"In de Kwaliteitsgids Utrechtse Landschappen verzameld de provincie alle gegevens over de landschappen -beschrijving, geschiedenis, bodem, ontwikkelmogelijkheden etc. -, met als doel de belangrijkste kwaliteiten te beschermen en versterken. De kwaliteitsgids wordt als richtsnoer en inspiratiebron gebruikt door professionals die werkzaam zijn in het landschap om plannen en projecten verder te helpen.",Provincie Utrecht,GIS@provincie-utrecht.nl,,,,,"('4.79', '51.857', '5.63', '52.305')",Open data (publiek)|https://creativecommons.org/publicdomain/mark/1.0/deed.nl,otherRestrictions,,https://services.geodata-utrecht.nl/geoserver/n01_2_1_landschappen/wfs,Landschappen,Landschappen,n01_2_1_landschappen:Landschappen,Landschappen,n01_2_1_landschappen:Landschappen,"(113858.48212362308, 429853.980409501, 171726.53367487172, 479837.81566113443)",True,True
e39e708b-baa6-43d2-8e33-10a828362f32,service,ISO 19115,WFS,2025-05-20,dut,,Volkshuisvesting,volkshuisvesting,Deze service ontsluit kaartlagen betreffende volkshuisvesting binnen de provincie Utrecht,Provincie Utrecht,gis@provincie-utrecht.nl,,,,Team GIS (Provincie Utrecht); Provincie Utrecht; Team GIS (Provincie Utrecht),"('3.207', '50.734', '7.240', '53.545')",Geen beperkingen,otherRestrictions,,https://services.geodata-utrecht.nl/geoserver/r01_1_volkshuisvesting/wfs,Woonschepen,Woonschepen,r01_1_volkshuisvesting:Woonschepen,Woonschepen,r01_1_volkshuisvesting:Woonschepen,"(1087.288213572523, 306545.455307614, 285803.5409800106, 619850.1707615636)",True,True
ba6b7b9c-0128-4a32-a678-0c54aebefa7a,service,ISO 19115,WFS,2024-07-23,dut,,Omgevingsverordening,omgevingsverodening; omgevingswet; plan,Deze service bevat de vigerende omgevingsverordening van de provincie Utrecht,Provincie Utrecht,gis@provincie-utrecht.nl,,,,Team GIS (Provincie Utrecht); Provincie Utrecht; Team GIS (Provincie Utrecht),"('3.207', '50.734', '7.240', '53.545')",Geen beperkingen,otherRestrictions,,https://services.geodata-utrecht.nl/geoserver/Omgevingsverordening/wfs,Omgevingsverordening_Provincie_Utrecht,Omgevingsverordening_Provincie_Utrecht,Omgevingsverordening:Omgevingsverordening_Provincie_Utrecht,Omgevingsverordening_Provincie_Utrecht,Omgevingsverordening:Omgevingsverordening_Provincie_Utrecht,"(1087.288213572523, 306545.455307614, 285803.5409800106, 619850.1707615636)",True,True
52f86b76-9342-4802-ab46-443aa086092e,dataset,ISO 19115,WFS; WMS,2023-10-31,dut,,Isohypsen 87.5 percentiel stijghoogte watervoerend pakket 1,GRONDWATERSTAND; WATERBELEID,"Lijnen van gelijke grondwaterstijghoogte in watervoerend pakket 1. Weergave in meter ten op zichte van NAP, 25 cm afstand. Natte situatie periode 2009 - 2020.",Provincie Utrecht,GIS@provincie-utrecht.nl,,,,GIS (Provincie Utrecht),"('4.713', '51.804', '5.71', '52.354')",Open data (publiek)|https://creativecommons.org/publicdomain/mark/1.0/deed.nl,otherRestrictions,,https://services.geodata-utrecht.nl/geoserver/w01_2_grondwater/wfs,Isohypsen_875_percentiel_stijghoogte_watervoerend_pakket_1,Isohypsen_875_percentiel_stijghoogte_watervoerend_pakket_1,w01_2_grondwater:Isohypsen_875_percentiel_stijghoogte_watervoerend_pakket_1,Isohypsen_875_percentiel_stijghoogte_watervoerend_pakket_1,w01_2_grondwater:Isohypsen_875_percentiel_stijghoogte_watervoerend_pakket_1,"(108499.36192091453, 423978.9513368599, 177263.9692516418, 485335.63130499306)",True,True
56b3e195-a631-4d76-a90e-0467900c65a1,service,ISO 19115,WFS,2024-11-15,dut,,Nationale EnergieAtlas informatielagen Kadaster WFS,"Nationale EnergieAtlas; Bezitsverhouding woningen; Potentiële ""Nul op de Meter"" woningen; Gebouwbezit overheid","De Nationale EnergieAtlas informatielagen Kadaster betreffen enkele deelkaarten die Kadaster heeft samengesteld. Samen met deelkaarten van andere organisaties vormen deze de basis voor de Nationale EnergieAtlas. Kadaster heeft hierin deelkaarten samengesteld over bezitsverhouding van woningen, potentiële Nul op de Meter woningen en gebouwbezit van de overheid.",,beheerpdok@kadaster.nl,,,,,"('1.6291', '50.4606', '8.5942', '53.8431')",Geen beperkingen (https://creativecommons.org/publicdomain/mark/1.0/deed.nl),otherRestrictions,,https://service.pdok.nl/kadaster/nationale-energie-atlas/wfs/v1_0?request=getCapabilities&service=wfs,nationale-energie-atlas:bezitsverhouding_woningen,bezitsverhouding_woningen,nationale-energie-atlas:bezitsverhouding_woningen,bezitsverhouding_woningen,nationale-energie-atlas:bezitsverhouding_woningen,"(-111811.9968680102, 279451.25663870096, 382704.4930534933, 657319.9737674445)",True,True
492f1861-c8c0-412e-accf-ad5f1390e151,dataset,ISO 19115,WMS; WFS,2022-05-25,dut,28992,Important Plant Areas,biodiversiteit,"Deze kaart geeft aan waar in Nederland de belangrijkste gebieden liggen voor botanische biodiversiteit. Op de kaart staan gebieden waar de meeste kenmerkende of bedreigde planten, paddenstoelen, mossen of korstmossen voorkomen. De kaart is van waarde voor beheerders van de betreffende gebieden en voor beleidsmakers in de ruimtelijke ontwikkeling.",Floron,info@floron.nl,,Floron,,,"('3.37087', '50.7539', '7.21097', '53.4658')",geen beperkingen,otherRestrictions,,https://data.rivm.nl/geo/ank/wfs?,vw_rivm_floron_20200414_ipa,vw_rivm_floron_20200414_ipa,ank:vw_rivm_floron_20200414_ipa,vw_rivm_floron_20200414_ipa,ank:vw_rivm_floron_20200414_ipa,"(12714.671780765639, 308707.4330927675, 283699.2577987334, 610720.4772311931)",True,True
180b6682-5d6f-429d-abb7-32f7d6253787,service,ISO 19115,WFS,2024-11-21,dut,,Windsnelheden op 100m hoogte (m/s) WFS,Energiebronnen; wind; klimaat; energie; windenergie; infoFeatureAccessService,Potentiekaart voor productie van duurzame elektriciteit. Deze bevat de kaart met gemiddelde windsnelheden op 100m hoogte.,Beheer PDOK,beheerPDOK@kadaster.nl,,,,Beheer PDOK (Beheer PDOK); Beheer PDOK,"('2.7383', '50.6633', '7.6448', '53.6501')",Geen beperkingen (http://creativecommons.org/publicdomain/zero/1.0/deed.nl),otherRestrictions,,https://service.pdok.nl/rvo/windkaart/wfs/v1_0?request=getcapabilities&service=wfs,windsnelheden100m,windsnelheden100m,windkaart:windsnelheden100m,windsnelheden100m,windkaart:windsnelheden100m,"(-32276.290749839914, 299484.4383473116, 314618.2234543848, 632586.389345401)",True,True
70c52fd8-6b2e-42aa-873a-742711903243,dataset,ISO 19115,WMS; WFS,2025-04-30,dut,28992,Wijk- en Buurtkaart 2022 versie 3,CBS; wijken; buurten; gemeenten; statistiek; bevolkingdichtheid; inwoners; herkomst; autos; huishoudens; nabijheid,"Het Bestand Wijk- en Buurtkaart 2022 bevat de geometrie van alle gemeenten, wijken en buurten in Nederland met als attribuut een aantal statistische kerncijfers. De begrenzingen van wijken en buurten zijn gebaseerd op wat de gemeenten aan het CBS doorgeven. De gemeentegrens is afkomstig uit de BRK van het Kadaster. De land-watergrens uit het Bestand Bodemgebruik 2017. Najaar 2024 wordt een derde versie gepubliceerd.",Centraal Bureau voor de Statistiek,infoservice@cbs.nl,,,,infoservice (Centraal Bureau voor de Statistiek); infoservice (Centraal Bureau voor de Statistiek),"('1.9882', '50.5249', '8.3492', '53.7616')","Naamsvermelding verplicht, CBS, Kadaster (http://creativecommons.org/licenses/by/4.0/deed.nl)",otherRestrictions,,https://service.pdok.nl/cbs/wijkenbuurten/2022/wfs/v1_0?request=GetCapabilities,wijkenbuurten:gemeenten,gemeenten,wijkenbuurten:gemeenten,gemeenten,wijkenbuurten:gemeenten,"(-85998.804358428, 285869.51125187584, 365026.83226433024, 647075.8300945595)",True,True
59486207-3ab7-47f9-b4e6-6bb91656718e,service,ISO 19115,WFS,2025-03-12,dut,,CBS Vierkantstatistieken 500m 2013 WFS,Demografie; Statische_eenheden; Vierkant; Grid; Statistiek; Bevolking; Inwoners; Woning; Leeftijd; Herkomst; Woz; Inkomen; Energie; Stedelijkheid; Bevolkingdichtheid; Concentratie; Spreiding_van_de_bevolking,Het bestand CBS vierkanten 500m bevat statistische gegevens per 500 meter bij 500 meter vierkant. In april 2022 zijn gegevens over 2021 toegevoegd en zijn gegevens over de jaren 2020 en 2019 aangevuld. Lees voor meer informatie: https://www.cbs.nl/nl-nl/longread/diversen/2022/statistische-gegevens-per-vierkant-2021-2020-2019,,beheerpdok@kadaster.nl,,,,,"('1.986', '50.6749', '7.8197', '55.7059')","Naamsvermelding verplicht, organisatienaam (https://creativecommons.org/licenses/by/4.0/deed.nl)",otherRestrictions,,https://service.pdok.nl/cbs/vierkantstatistieken500m/2013/wfs/v1_0?request=GetCapabilities&service=WFS,vierkantstatistieken500m:Vierkant500M2013,Vierkant500M2013,vierkantstatistieken500m:Vierkant500M2013,Vierkant500M2013,vierkantstatistieken500m:Vierkant500M2013,"(-85380.64824925581, 301170.18497115746, 326938.2836180298, 863435.8925880329)",True,True
980EBCD7-6C27-48FB-AA39-81A0ECD64ADE,dataset,ISO 19115,WMS; WFS,2024-08-21,dut,28992,Potentieel geothermie bronnen voor diepte Brussels Zand,bodem; bodemonderzoek; duurzame energie; energiebronnen; milieubeleid; onderzoek,"In opdracht van de provincie Zuid-Holland is door IF-Technology de studie ""Potentieel geothermie in Zuid-Holland"" uitgevoerd, 2 december 2016. Hiervoor is dit bestand gebruikt. Geothermie staat ook bekend als aardwarmte.",Provincie Zuid-Holland,teamgeo@pzh.nl,,,,Provincie Zuid-Holland,"('2.96', '51.429', '7.234', '54.411')",Geen beperkingen (http://creativecommons.org/publicdomain/mark/1.0/deed.nl),otherRestrictions,,https://geodata.zuid-holland.nl/geoserver/bodem/wfs?service=WFS&version=2.0.0&request=GetCapabilities,BE_GT_BRONNEN_BRUSSELSZAND_DIEPTE,BE_GT_BRONNEN_BRUSSELSZAND_DIEPTE,bodem:BE_GT_BRONNEN_BRUSSELSZAND_DIEPTE,BE_GT_BRONNEN_BRUSSELSZAND_DIEPTE,bodem:BE_GT_BRONNEN_BRUSSELSZAND_DIEPTE,"(-13778.053545152448, 383836.5797337306, 283426.066145607, 716741.208572696)",True,True
A3F62961-F6F2-4F38-8BB0-CC5916490943,dataset,ISO 19115,WMS; WFS,2024-08-21,dut,28992,Potentieel geothermie bronnen voor diepte van formatie van Maassluis,bodem; bodemonderzoek; duurzame energie; energiebronnen; milieubeleid; onderzoek,"In opdracht van de provincie Zuid-Holland is door IF-Technology de studie ""Potentieel geothermie in Zuid-Holland"" uitgevoerd, 2 december 2016. Hiervoor is dit bestand gebruikt. Geothermie staat ook bekend als aardwarmte.",Provincie Zuid-Holland,teamgeo@pzh.nl,,,,Provincie Zuid-Holland,"('2.995', '51.495', '6.965', '54.94')","Naamsvermelding verplicht, organisatienaam (http://creativecommons.org/licenses/by/4.0/deed.nl)",otherRestrictions,,https://geodata.zuid-holland.nl/geoserver/bodem/wfs?service=WFS&version=2.0.0&request=GetCapabilities,BE_GT_BRONNEN_MAASSLUIS_DIEPTE,BE_GT_BRONNEN_MAASSLUIS_DIEPTE,bodem:BE_GT_BRONNEN_MAASSLUIS_DIEPTE,BE_GT_BRONNEN_MAASSLUIS_DIEPTE,bodem:BE_GT_BRONNEN_MAASSLUIS_DIEPTE,"(-11103.950395607302, 390738.59910164145, 264563.10012448265, 775550.7743240076)",True,True
027e3f15-3b58-4570-97bb-779ce3ca947e,service,ISO 19115,WFS,2025-03-14,dut,,CBS Wijken en Buurten 2019 versie 3 WFS,cbs; wijken; buurten; gemeenten; statistiek; bevolkingdichtheid; inwoners; herkomst; autos; huishoudens; nabijheid,"Het Bestand Wijk- en Buurtkaart 2019 bevat de geometrie van alle gemeenten, wijken en buurten in Nederland met als attribuut een aantal statistische kerncijfers. De begrenzingen van wijken en buurten zijn voor een groot deel gebaseerd op wat de gemeenten aan het CBS doorgeven. De gemeentegrens is afkomstig uit de BRK van het Kadaster. De land-watergrens uit het Bestand Bodemgebruik 2015. Deze derde versie bevat de meeste kerncijfers. Hierna volgt geen update meer.",,beheerpdok@kadaster.nl,,,,,"('2.4308', '50.6059', '7.9624', '53.6843')",Geen beperkingen (https://creativecommons.org/publicdomain/mark/1.0/deed.nl),otherRestrictions,,https://service.pdok.nl/cbs/wijkenbuurten/2019/wfs/v1_0?request=getcapabilities&service=wfs,wijkenbuurten:cbs_buurten_2019,cbs_buurten_2019,wijkenbuurten:cbs_buurten_2019,cbs_buurten_2019,wijkenbuurten:cbs_buurten_2019,"(-54266.35700953376, 293841.7742420668, 337291.7898647221, 637184.2643198847)",True,True
0ff39f0f-9ccc-4ad7-9f3b-e68ed1fe6fef,dataset,ISO 19115,WFS; WMS,2025-04-08,dut,,GES-contouren NO2 - wegen,MILIEUKWALITEIT; WEGEN; LUCHTKWALITEIT; STIKSTOF; Informatief,"De belasting met NO2 (Jaargemiddelde NO2-concentratie in microgram/m3) als gevolg van wegen  is vertaald naar GES (gezondheidseffectscreening)-contouren en op kaarten weergegeven. Alle woningen  en gevoelige bestemmingen die in de verschillende GES-contouren gelegen zijn,  zijn eveneens in beeld gebracht. Doel is inzicht in knelpunten in de bestaande situatie en in de aanwezige risico’s bij nieuwe ontwikkelingen.  Met dit inzicht kunnen keuzes onderbouwd worden.",Provincie Utrecht,GIS@provincie-utrecht.nl,,,,GIS (Provincie Utrecht),"('4.79', '51.857', '5.63', '52.305')",Open data (publiek)|https://creativecommons.org/publicdomain/mark/1.0/deed.nl,otherRestrictions,,https://services.geodata-utrecht.nl/geoserver/m01_4_overlast_hinder_mgkp/wfs,Contouren_NO2_wegverkeer,Contouren_NO2_wegverkeer,m01_4_overlast_hinder_mgkp:Contouren_NO2_wegverkeer,Contouren_NO2_wegverkeer,m01_4_overlast_hinder_mgkp:Contouren_NO2_wegverkeer,"(113858.48212362308, 429853.980409501, 171726.53367487172, 479837.81566113443)",True,True
48af7691-846c-45a5-9cd0-02c515992edd,dataset,ISO 19115,WFS; WMS,2025-04-07,dut,,GES-contouren magnetische velden - hoogspanningslijnen,ELEKTRICITEITSVOORZIENING; HOOGSPANNINGSKABELS; MILIEUKWALITEIT; MILIEU,"De belasting als gevolg van straling (Elektromagnetische veldsterkte in microTesla (µT)) van hoogspanningslijnen  is vertaald naar GES (gezondheidseffectscreening)-contouren en op kaarten weergegeven. Alle woningen  en gevoelige bestemmingen die in de verschillende GES-contouren gelegen zijn,  zijn eveneens in beeld gebracht. Doel is inzicht in knelpunten in de bestaande situatie en in de aanwezige risico’s bij nieuwe ontwikkelingen.  Met dit inzicht kunnen keuzes onderbouwd worden.",Provincie Utrecht,GIS@provincie-utrecht.nl,,,,GIS (Provincie Utrecht),"('4.794021', '51.965045', '5.62381', '52.304716')",Open data (publiek)|https://creativecommons.org/publicdomain/mark/1.0/deed.nl,otherRestrictions,,https://services.geodata-utrecht.nl/geoserver/m01_4_overlast_hinder_mgkp/wfs,Contouren_straling_hoogspanningslijnen,Contouren_straling_hoogspanningslijnen,m01_4_overlast_hinder_mgkp:Contouren_straling_hoogspanningslijnen,Contouren_straling_hoogspanningslijnen,m01_4_overlast_hinder_mgkp:Contouren_straling_hoogspanningslijnen,"(114233.5726353713, 441873.20925098646, 171260.93780248024, 479803.9661804038)",True,True
5b7f998a-5f68-48be-95d1-61250a0ec705,dataset,ISO 19115,WFS; WMS,2025-04-08,dut,,GES-contouren PM10 - wegen,LUCHTKWALITEIT; MILIEUKWALITEIT; WEGEN; MILIEU,"De belasting met PM10 (Jaargemiddelde PM10-concentratie in microgram/m3) als gevolg van wegen is vertaald naar GES (gezondheidseffectscreening)-klassen en op kaarten weergegeven. Alle woningen en gevoelige bestemmingen die in de verschillende GES-contouren gelegen zijn, zijn eveneens in beeld gebracht. Doel is inzicht in knelpunten in de bestaande situatie en in de aanwezige risico’s bij nieuwe ontwikkelingen. Met dit inzicht kunnen keuzes onderbouwd worden.",Provincie Utrecht,GIS@provincie-utrecht.nl,,,,GIS (Provincie Utrecht),"('4.79', '51.857', '5.63', '52.305')",Open data (publiek)|https://creativecommons.org/publicdomain/mark/1.0/deed.nl,otherRestrictions,,https://services.geodata-utrecht.nl/geoserver/m01_4_overlast_hinder_mgkp/wfs,Contouren_PM10_wegverkeer,Contouren_PM10_wegverkeer,m01_4_overlast_hinder_mgkp:Contouren_PM10_wegverkeer,Contouren_PM10_wegverkeer,m01_4_overlast_hinder_mgkp:Contouren_PM10_wegverkeer,"(113858.48212362308, 429853.980409501, 171726.53367487172, 479837.81566113443)",True,True
