identifier,resource_type,md_standard,ogc_web_services,md_date,language,crs_epsg_codes,title,keywords,abstract,md_contact_name,md_contact_email,landing_page,data_creators,data_publishers,data_pointcontact,bounding_box,license,access_rights,wcs_getcapabilities_url,wfs_getcapabilities_url,csw_metadata_name,csw_metadata_name_clean,coverage_id,clean_coverage_id,layer,crs_epsg,spatial_resolution,bbox_28992,intersects_outline_1
bb1b2445-db49-4c60-a4a6-34fafc6e93d2,dataset,ISO 19115,WMS; WCS,2024-02-28,dut,28992; 5709,Hoogtebestand kust 5m grid 2016 DSM,Jarkusmetingen; 31105748; monitoring; bodem,"Zaaknummer 31105748. Perceel 3 Kust 2016 - DSM 5 meter rasterbestand van laserdata per Top10 kaartblad - Kust Noord- en Zuid-Holland, Hoek van Holland tot Huisduinen. De data is verkregen middels laseraltimetrie. De inwinning vindt meerjarig plaats ten behoeve van het handhaven van de basiskustlijn van de gehele Nederlandse Kust.",Rijkswaterstaat,https://www.rijkswaterstaat.nl/formulieren/contactformulier-servicedesk-data,,Servicedesk Data,,Servicedesk Data (Rijkswaterstaat),"('3.119', '50.670', '7.253', '53.612')",Geen beperkingen (http://creativecommons.org/publicdomain/zero/1.0/deed.nl),otherRestrictions,https://geo.rijkswaterstaat.nl/services/ogc/gdr/hoogte_2016/ows?service=WCS&request=getcapabilities&version=2.0.1,,hoogte_2016:kust_2016_dsm_5,kust_2016_dsm_5,hoogte_2016__kust_2016_dsm_5,kust_2016_dsm_5,hoogte_2016__kust_2016_dsm_5,28992,"(5.0, 5.0)","(-5344.194568600709, 299450.29248729965, 286902.48955525074, 627485.4212126045)",True
bd2c9b14-df31-42f4-9015-9db943b7dce4,dataset,ISO 19115,WMS; WCS,2024-02-28,dut,28992; 5709,Hoogtebestand kust 2008,Hoogte; Diepte; Elevation,"Hoogtemodel van de kust in de vorm van een grid met een resolutie van 5 meter waarbij de hoogtewaarde is opgenomen in meters. Delen van de zandige kust van Nederland worden elk jaar in hoogte vastgelegd t.b.v. het vervaardigen van strandprofielen t.b.v. monitoring kustlijn. Een digitaal hoogte model (DHM) is een bestand waarbij de hoogte wordt weergegeven volgens een regelmatig, rechthoekig raster. Iedere cel van het raster (ook wel een gridcel genoemd) krijgt een hoogtewaarde. Deze hoogtewaarde wordt berekend uit de omliggende laserpunten van het gefilterde basisbestand. De hiervoor gebruikte techniek is een zogenaamde  gewogen gemiddelde interpolatie . Meer informatie en uitleg over de interpolatie vindt U in de handleiding  de grids van het AHN  te vinden op www.ahn.nl. Als er geen laserpunten in de buurt van een gridcel liggen blijft de cel leeg (de cel krijgt een  nodata  waarde). Belangrijk om te weten is dat de waarde van een 5x5 meter gridcel wordt berekend uit meerdere laserpunten (het aantal is afhankelijk van de puntdichtheid van het basisbestand). Hierdoor neemt de invloed van de meetruis en uitschieters af en treedt er een lichte mate van vervlakking op.

Laseraltimetrie hoogtegegevens volgens RWS voorschriften ingewonnen. 
Voor gedetailleerde informatie zie bijgevoegd kwaliteitsdocument",Rijkswaterstaat,https://www.rijkswaterstaat.nl/formulieren/contactformulier-servicedesk-data,,Servicedesk Data,,Servicedesk Data (Rijkswaterstaat),"('3.119', '50.670', '7.253', '53.612')",Geen beperkingen (http://creativecommons.org/publicdomain/zero/1.0/deed.nl),otherRestrictions,https://geo.rijkswaterstaat.nl/services/ogc/gdr/hoogte_2008/ows?service=WCS&request=getcapabilities&version=2.0.1,,hoogte_2008:kust_2008,kust_2008,hoogte_2008__kust_2008,kust_2008,hoogte_2008__kust_2008,28992,"(5.0, 5.0)","(-5344.194568600709, 299450.29248729965, 286902.48955525074, 627485.4212126045)",True
bd377fb0-e3fc-44cf-ae62-db594e4c099f,dataset,ISO 19115,WMS; WCS,2025-04-11,dut,28992; 5709,Waterplantenbedekking IJsselmeergebied - Zeebies - 2019,,"Waterplantenbedekking IJsselmeergebied. De waterplantenbedekking in het IJsselmeergebied wordt driejaarlijks gemonitord. Dat wil zeggen dat in een cyclus van drie jaar in elk deel van het gebied de waterplantenbedekking wordt geïnventariseerd: in 2016 in het Markermeer en IJmeer, in 2017 in het IJsselmeer, en in 2018 in de randmeren. Nb: het Veluwemeer is in 2018 niet gebiedsdekkend gekarteerd, maar op een beperkt aantal locaties.Voor elk jaar is er een dataset per gevonden waterplantensoort en een dataset met de totale bedekkingaanwezig. Deze datasets betreffen geinterpoleerde data. Daarnaast is er per jaar een dataset met de (punt)locaties van de veldwaarnemingen.In deze datasetsstaat informatie uit de jaren 2011 tot en met 2018. Globaal wordt de zone van 0-3 meter diepte gekarteerd. Zie de laag ""Puntenkaart veldwaarnemingen"" voor een weergave van de meetpunten. Let op! Waterplanten kunnen ook buiten de gekarteerde zone voorkomen.",Rijkswaterstaat,https://www.rijkswaterstaat.nl/formulieren/contactformulier-servicedesk-data,,Servicedesk Data,,Servicedesk Data (Rijkswaterstaat),"('5.033', '52.251', '5.852', '53.082')",Geen beperkingen (http://creativecommons.org/publicdomain/zero/1.0/deed.nl),otherRestrictions,https://geo.rijkswaterstaat.nl/services/ogc/gdr/waterplanten_ijsselmeergebied/ows?service=WCS&request=getcapabilities&version=2.0.1,,waterplanten_ijsselmeergebied:zeebies_2019,zeebies_2019,waterplanten_ijsselmeergebied__zeebies_2019,zeebies_2019,waterplanten_ijsselmeergebied__zeebies_2019,28992,"(10.0, 10.0)","(130812.48172688037, 473720.937074629, 186739.46871990117, 566229.9937878639)",True
0543c8e0-21bc-4f92-8368-37d60cb56880,dataset,ISO 19115,WMS; WCS,2024-10-23,dut,28992; 5709,Hoogtebestand IJssel 50cm 2023 DTM,,Hoogtebestand IJssel AHN 2023; Special IJssel: DTM tiles,Rijkswaterstaat,https://www.rijkswaterstaat.nl/formulieren/contactformulier-servicedesk-data,,Servicedesk Data,,Servicedesk Data (Rijkswaterstaat),"('3.119', '50.670', '7.253', '53.612')",Geen beperkingen (http://creativecommons.org/publicdomain/zero/1.0/deed.nl),otherRestrictions,https://geo.rijkswaterstaat.nl/services/ogc/gdr/hoogte_2023/ows?service=WCS&request=getcapabilities&version=2.0.1,,hoogte_2023:hoogte_ijssel_2023_dtm_05m,hoogte_ijssel_2023_dtm_05m,hoogte_2023__hoogte_ijssel_2023_dtm_05m,hoogte_ijssel_2023_dtm_05m,hoogte_2023__hoogte_ijssel_2023_dtm_05m,28992,"(0.5, 0.5)","(-5344.194568600709, 299450.29248729965, 286902.48955525074, 627485.4212126045)",True
c9760654-7270-471b-a56a-e25b33521397,dataset,ISO 19115,WMS; WCS,2025-04-23,dut,28992; 5709,Veendiktekaart 2024,,"De veendiktekaart toont de dikte van de veenlagen (in meters) in het gehele Holoceenpakket in Nederland. 
De kaart is gemaakt aan de hand van de bodemkaart, NL3D en GEOTOP (actuele versies van deze bronnen d.d. December 2024) in het Nationale Onderzoeksprogramma Broeikasgassen Veenweiden en t.b.v. actualisatie landelijke kartering bodemdaling in 2025. 
De kaart is onderdeel van: Water en bodem in de RO - Atlas van de Regio",Rijkswaterstaat,https://www.rijkswaterstaat.nl/formulieren/contactformulier-servicedesk-data,,Servicedesk Data,,Servicedesk Data (Rijkswaterstaat),"('3.119', '50.670', '7.253', '53.612')",Geen beperkingen (http://creativecommons.org/publicdomain/zero/1.0/deed.nl),otherRestrictions,https://geo.rijkswaterstaat.nl/services/ogc/gdr/water_en_bodem_ro_raster/ows?service=WCS&request=getcapabilities&version=2.0.1,,water_en_bodem_ro_raster:veendikte_kaart,veendikte_kaart,water_en_bodem_ro_raster__veendikte_kaart,veendikte_kaart,water_en_bodem_ro_raster__veendikte_kaart,28992,"(100.0, 100.0)","(-5344.194568600709, 299450.29248729965, 286902.48955525074, 627485.4212126045)",True
c85b24f4-eb93-455a-84bc-e3f4588bb780,dataset,ISO 19115,WMS; WCS,2025-01-30,dut,28992; 5709,Wegenkaart Nederland 2013,,"Geeft een overzicht van de rijks- en provinciale wegen in Nederland.
Voor detail: zie legenda",Rijkswaterstaat,https://www.rijkswaterstaat.nl/formulieren/contactformulier-servicedesk-data,,Servicedesk Data,,Servicedesk Data (Rijkswaterstaat),"('3.118', '50.67', '7.253', '53.61')",Geen beperkingen (http://creativecommons.org/publicdomain/zero/1.0/deed.nl),otherRestrictions,https://geo.rijkswaterstaat.nl/services/ogc/gdr/wegenkaart/ows?service=WCS&request=getcapabilities&version=2.0.1,,wegenkaart:wegenkaart_2013,wegenkaart_2013,wegenkaart__wegenkaart_2013,wegenkaart_2013,wegenkaart__wegenkaart_2013,28992,"(21.166623666367, 21.166626258007)","(-5414.871507011412, 299450.29248729965, 286902.48955525074, 627264.9790285337)",True
c85b24f4-eb93-455a-84bc-e3f4588bb779,dataset,ISO 19115,WMS; WCS,2025-01-30,dut,28992; 5709,Wegenkaart Nederland 2018,,"Geeft een overzicht van de rijks- en provinciale wegen in Nederland.
Voor detail: zie legenda",Rijkswaterstaat,https://www.rijkswaterstaat.nl/formulieren/contactformulier-servicedesk-data,,Servicedesk Data,,Servicedesk Data (Rijkswaterstaat),"('3.118', '50.67', '7.253', '53.61')",Geen beperkingen (http://creativecommons.org/publicdomain/zero/1.0/deed.nl),otherRestrictions,https://geo.rijkswaterstaat.nl/services/ogc/gdr/wegenkaart/ows?service=WCS&request=getcapabilities&version=2.0.1,,wegenkaart:wegenkaart_2018,wegenkaart_2018,wegenkaart__wegenkaart_2018,wegenkaart_2018,wegenkaart__wegenkaart_2018,28992,"(27.094192632589117, 27.094192632589117)","(-5414.871507011412, 299450.29248729965, 286902.48955525074, 627264.9790285337)",True
d30fc285-dc8b-49e8-9422-25e2e3f38926,dataset,ISO 19115,WMS; WCS,2024-02-28,dut,28992; 5709,Hoogtegegevens Kust 2m grid 2019 DSM,,"AHN 3 2018; puntenwolk, 2m grid DSM van de zandige kust van Nederland worden elk jaar in hoogte vastgelegd",Rijkswaterstaat,https://www.rijkswaterstaat.nl/formulieren/contactformulier-servicedesk-data,,Servicedesk Data,,Servicedesk Data (Rijkswaterstaat),"('3.119', '50.670', '7.253', '53.612')",Geen beperkingen (http://creativecommons.org/publicdomain/zero/1.0/deed.nl),otherRestrictions,https://geo.rijkswaterstaat.nl/services/ogc/gdr/hoogte_2019/ows?service=WCS&request=getcapabilities&version=2.0.1,,hoogte_2019:kust_2019_dsm_2m,kust_2019_dsm_2m,hoogte_2019__kust_2019_dsm_2m,kust_2019_dsm_2m,hoogte_2019__kust_2019_dsm_2m,28992,"(2.0, 2.0)","(-5344.194568600709, 299450.29248729965, 286902.48955525074, 627485.4212126045)",True
d3b9bc79-bff2-416a-b9c9-0b6576951809,dataset,ISO 19115,WMS; WCS,2025-04-11,dut,28992; 5709,Waterplantenbedekking IJsselmeergebied - Glanzig Fonteinkruid - 2024,,"Waterplantenbedekking IJsselmeergebied. De waterplantenbedekking in het IJsselmeergebied wordt driejaarlijks gemonitord. Dat wil zeggen dat in een cyclus van drie jaar in elk deel van het gebied de waterplantenbedekking wordt geïnventariseerd: in 2016 in het Markermeer en IJmeer, in 2017 in het IJsselmeer, en in 2018 in de randmeren. Nb: het Veluwemeer is in 2018 niet gebiedsdekkend gekarteerd, maar op een beperkt aantal locaties.Voor elk jaar is er een dataset per gevonden waterplantensoort en een dataset met de totale bedekkingaanwezig. Deze datasets betreffen geinterpoleerde data. Daarnaast is er per jaar een dataset met de (punt)locaties van de veldwaarnemingen.In deze datasetsstaat informatie uit de jaren 2011 tot en met 2018. Globaal wordt de zone van 0-3 meter diepte gekarteerd. Zie de laag ""Puntenkaart veldwaarnemingen"" voor een weergave van de meetpunten. Let op! Waterplanten kunnen ook buiten de gekarteerde zone voorkomen.",Rijkswaterstaat,https://www.rijkswaterstaat.nl/formulieren/contactformulier-servicedesk-data,,Servicedesk Data,,Servicedesk Data (Rijkswaterstaat),"('5.033', '52.251', '5.852', '53.082')",Geen beperkingen (http://creativecommons.org/publicdomain/zero/1.0/deed.nl),otherRestrictions,https://geo.rijkswaterstaat.nl/services/ogc/gdr/waterplanten_ijsselmeergebied/ows?service=WCS&request=getcapabilities&version=2.0.1,,waterplanten_ijsselmeergebied:glanzig_fonteinkruid_2024,glanzig_fonteinkruid_2024,waterplanten_ijsselmeergebied__glanzig_fonteinkruid_2024,glanzig_fonteinkruid_2024,waterplanten_ijsselmeergebied__glanzig_fonteinkruid_2024,28992,"(10.0, 10.0)","(130812.48172688037, 473720.937074629, 186739.46871990117, 566229.9937878639)",True
d4629d31-3ecd-45b9-a2aa-bb42687dfe67,dataset,ISO 19115,WMS; WCS,2024-02-28,dut,28992; 5709,Hoogtegegevens kust 5m grid 2019 DSM,,"AHN 3 2018; puntenwolk, 5m grid DSM van de zandige kust van Nederland worden elk jaar in hoogte vastgelegd",Rijkswaterstaat,https://www.rijkswaterstaat.nl/formulieren/contactformulier-servicedesk-data,,Servicedesk Data,,Servicedesk Data (Rijkswaterstaat),"('3.119', '50.670', '7.253', '53.612')",Geen beperkingen (http://creativecommons.org/publicdomain/zero/1.0/deed.nl),otherRestrictions,https://geo.rijkswaterstaat.nl/services/ogc/gdr/hoogte_2019/ows?service=WCS&request=getcapabilities&version=2.0.1,,hoogte_2019:kust_2019_dsm_5m,kust_2019_dsm_5m,hoogte_2019__kust_2019_dsm_5m,kust_2019_dsm_5m,hoogte_2019__kust_2019_dsm_5m,28992,"(5.0, 5.0)","(-5344.194568600709, 299450.29248729965, 286902.48955525074, 627485.4212126045)",True
d52a9149-331c-4fbf-a1b6-424bb94c9b6b,dataset,ISO 19115,WMS; WCS,2025-04-11,dut,28992; 5709,Waterplantenbedekking IJsselmeergebied - Sterkranswier - 2014,,"Waterplantenbedekking IJsselmeergebied. De waterplantenbedekking in het IJsselmeergebied wordt driejaarlijks gemonitord. Dat wil zeggen dat in een cyclus van drie jaar in elk deel van het gebied de waterplantenbedekking wordt geïnventariseerd: in 2016 in het Markermeer en IJmeer, in 2017 in het IJsselmeer, en in 2018 in de randmeren. Nb: het Veluwemeer is in 2018 niet gebiedsdekkend gekarteerd, maar op een beperkt aantal locaties.Voor elk jaar is er een dataset per gevonden waterplantensoort en een dataset met de totale bedekkingaanwezig. Deze datasets betreffen geinterpoleerde data. Daarnaast is er per jaar een dataset met de (punt)locaties van de veldwaarnemingen.In deze datasetsstaat informatie uit de jaren 2011 tot en met 2018. Globaal wordt de zone van 0-3 meter diepte gekarteerd. Zie de laag ""Puntenkaart veldwaarnemingen"" voor een weergave van de meetpunten. Let op! Waterplanten kunnen ook buiten de gekarteerde zone voorkomen.",Rijkswaterstaat,https://www.rijkswaterstaat.nl/formulieren/contactformulier-servicedesk-data,,Servicedesk Data,,Servicedesk Data (Rijkswaterstaat),"('5.033', '52.251', '5.852', '53.082')",Geen beperkingen (http://creativecommons.org/publicdomain/zero/1.0/deed.nl),otherRestrictions,https://geo.rijkswaterstaat.nl/services/ogc/gdr/waterplanten_ijsselmeergebied/ows?service=WCS&request=getcapabilities&version=2.0.1,,waterplanten_ijsselmeergebied:sterkranswier_2014,sterkranswier_2014,waterplanten_ijsselmeergebied__sterkranswier_2014,sterkranswier_2014,waterplanten_ijsselmeergebied__sterkranswier_2014,28992,"(10.0, 10.0)","(130812.48172688037, 473720.937074629, 186739.46871990117, 566229.9937878639)",True
d50b9fb7-3ded-43bb-9006-89cba31abe50,dataset,ISO 19115,WMS; WCS,2025-04-11,dut,28992; 5709,Waterplantenbedekking IJsselmeergebied - Darmwier - 2018,,"Waterplantenbedekking IJsselmeergebied. De waterplantenbedekking in het IJsselmeergebied wordt driejaarlijks gemonitord. Dat wil zeggen dat in een cyclus van drie jaar in elk deel van het gebied de waterplantenbedekking wordt geïnventariseerd: in 2016 in het Markermeer en IJmeer, in 2017 in het IJsselmeer, en in 2018 in de randmeren. Nb: het Veluwemeer is in 2018 niet gebiedsdekkend gekarteerd, maar op een beperkt aantal locaties.Voor elk jaar is er een dataset per gevonden waterplantensoort en een dataset met de totale bedekkingaanwezig. Deze datasets betreffen geinterpoleerde data. Daarnaast is er per jaar een dataset met de (punt)locaties van de veldwaarnemingen.In deze datasetsstaat informatie uit de jaren 2011 tot en met 2018. Globaal wordt de zone van 0-3 meter diepte gekarteerd. Zie de laag ""Puntenkaart veldwaarnemingen"" voor een weergave van de meetpunten. Let op! Waterplanten kunnen ook buiten de gekarteerde zone voorkomen.",Rijkswaterstaat,https://www.rijkswaterstaat.nl/formulieren/contactformulier-servicedesk-data,,Servicedesk Data,,Servicedesk Data (Rijkswaterstaat),"('5.033', '52.251', '5.852', '53.082')",Geen beperkingen (http://creativecommons.org/publicdomain/zero/1.0/deed.nl),otherRestrictions,https://geo.rijkswaterstaat.nl/services/ogc/gdr/waterplanten_ijsselmeergebied/ows?service=WCS&request=getcapabilities&version=2.0.1,,waterplanten_ijsselmeergebied:darmwier_2018,darmwier_2018,waterplanten_ijsselmeergebied__darmwier_2018,darmwier_2018,waterplanten_ijsselmeergebied__darmwier_2018,28992,"(10.0, 10.0)","(130812.48172688037, 473720.937074629, 186739.46871990117, 566229.9937878639)",True
d8be6a80-b711-4532-bb45-3d845e231bc8,dataset,ISO 19115,WMS; WCS,2025-04-11,dut,28992; 5709,Waterplantenbedekking IJsselmeergebied - Smalle Waterpest - 2024,,"Waterplantenbedekking IJsselmeergebied. De waterplantenbedekking in het IJsselmeergebied wordt driejaarlijks gemonitord. Dat wil zeggen dat in een cyclus van drie jaar in elk deel van het gebied de waterplantenbedekking wordt geïnventariseerd: in 2016 in het Markermeer en IJmeer, in 2017 in het IJsselmeer, en in 2018 in de randmeren. Nb: het Veluwemeer is in 2018 niet gebiedsdekkend gekarteerd, maar op een beperkt aantal locaties.Voor elk jaar is er een dataset per gevonden waterplantensoort en een dataset met de totale bedekkingaanwezig. Deze datasets betreffen geinterpoleerde data. Daarnaast is er per jaar een dataset met de (punt)locaties van de veldwaarnemingen.In deze datasetsstaat informatie uit de jaren 2011 tot en met 2018. Globaal wordt de zone van 0-3 meter diepte gekarteerd. Zie de laag ""Puntenkaart veldwaarnemingen"" voor een weergave van de meetpunten. Let op! Waterplanten kunnen ook buiten de gekarteerde zone voorkomen.",Rijkswaterstaat,https://www.rijkswaterstaat.nl/formulieren/contactformulier-servicedesk-data,,Servicedesk Data,,Servicedesk Data (Rijkswaterstaat),"('5.033', '52.251', '5.852', '53.082')",Geen beperkingen (http://creativecommons.org/publicdomain/zero/1.0/deed.nl),otherRestrictions,https://geo.rijkswaterstaat.nl/services/ogc/gdr/waterplanten_ijsselmeergebied/ows?service=WCS&request=getcapabilities&version=2.0.1,,waterplanten_ijsselmeergebied:smalle_waterpest_2024,smalle_waterpest_2024,waterplanten_ijsselmeergebied__smalle_waterpest_2024,smalle_waterpest_2024,waterplanten_ijsselmeergebied__smalle_waterpest_2024,28992,"(10.0, 10.0)","(130812.48172688037, 473720.937074629, 186739.46871990117, 566229.9937878639)",True
d8949c40-a99e-4658-830c-d4971ad78997,dataset,ISO 19115,WMS; WCS,2024-02-28,dut,28992; 5709,Hoogtebestand Wadden Marsdiep 5m 2021 DTM,Hoogte,Hoogtebestand Wadden Marsdiep 5m 2021 DTM - AHN4 DTM 5m grid,Rijkswaterstaat,https://www.rijkswaterstaat.nl/formulieren/contactformulier-servicedesk-data,,Servicedesk Data,,Servicedesk Data (Rijkswaterstaat),"('3.119', '50.670', '7.253', '53.612')",Geen beperkingen (http://creativecommons.org/publicdomain/zero/1.0/deed.nl),otherRestrictions,https://geo.rijkswaterstaat.nl/services/ogc/gdr/hoogte_2021/ows?service=WCS&request=getcapabilities&version=2.0.1,,hoogte_2021:hoogte_wadden_marsdiep_2021_dtm_5m_tif,hoogte_wadden_marsdiep_2021_dtm_5m_tif,hoogte_2021__hoogte_wadden_marsdiep_2021_dtm_5m,hoogte_wadden_marsdiep_2021_dtm_5m_tif,hoogte_2021__hoogte_wadden_marsdiep_2021_dtm_5m,28992,"(5.000000000000016, 5.000000000001164)","(-5344.194568600709, 299450.29248729965, 286902.48955525074, 627485.4212126045)",True
d9f68069-8973-49a9-8768-97aa67d6587f,dataset,ISO 19115,WMS; WCS,2024-02-28,dut,28992; 5709,Hoogtegegevens kust 2m grid 2019 DTM,,"AHN 3 2018; puntenwolk, 2m grid DTM van de zandige kust van Nederland worden elk jaar in hoogte vastgelegd",Rijkswaterstaat,https://www.rijkswaterstaat.nl/formulieren/contactformulier-servicedesk-data,,Servicedesk Data,,Servicedesk Data (Rijkswaterstaat),"('3.119', '50.670', '7.253', '53.612')",Geen beperkingen (http://creativecommons.org/publicdomain/zero/1.0/deed.nl),otherRestrictions,https://geo.rijkswaterstaat.nl/services/ogc/gdr/hoogte_2019/ows?service=WCS&request=getcapabilities&version=2.0.1,,hoogte_2019:kust_2019_dtm_2m,kust_2019_dtm_2m,hoogte_2019__kust_2019_dtm_2m,kust_2019_dtm_2m,hoogte_2019__kust_2019_dtm_2m,28992,"(2.0, 2.0)","(-5344.194568600709, 299450.29248729965, 286902.48955525074, 627485.4212126045)",True
d9986d5c-edb6-4567-8be6-7a4183e027f2,dataset,ISO 19115,WMS; WCS,2024-11-28,dut,28992; 5709,Orthofotomozaiek Het Zwin Verdronken Zwarte Polder 2007 (falsecolor),Luchtfoto; Vegetatiekartering; MWTL; Biologische monitoring,"Orthofotomozaiek van Het Zwin en Verdronken Zwarte Polder, vervaardigd uit stereoluchtfoto's. Opnamen op 01.08.2007 ter ondersteuning van  VEGWAD monitoringsprogramma in opdracht  van de Waterdienst",Rijkswaterstaat,https://www.rijkswaterstaat.nl/formulieren/contactformulier-servicedesk-data,,Servicedesk Data,,Servicedesk Data (Rijkswaterstaat),"('3.119', '50.670', '7.253', '53.612')",Geen beperkingen (http://creativecommons.org/publicdomain/zero/1.0/deed.nl),otherRestrictions,https://geo.rijkswaterstaat.nl/services/ogc/gdr/luchtfoto_kweldervegetatie/ows?service=WCS&request=getcapabilities&version=2.0.1,,luchtfoto_kweldervegetatie:v_Zwin_Verdr_Zwa_Polder_2007,v_Zwin_Verdr_Zwa_Polder_2007,luchtfoto_kweldervegetatie__v_Zwin_Verdr_Zwa_Polder_2007,v_Zwin_Verdr_Zwa_Polder_2007,luchtfoto_kweldervegetatie__v_Zwin_Verdr_Zwa_Polder_2007,28992,"(0.25, 0.25)","(-5344.194568600709, 299450.29248729965, 286902.48955525074, 627485.4212126045)",True
d9986d5c-edb5-4567-8be6-7a4183e027f2,dataset,ISO 19115,WMS; WCS,2024-11-28,dut,28992; 5709,Orthofotomozaiek  Oosterschelde 2023,Luchtfoto; Vegetatiekartering; MWTL; Biologische monitoring,Orthofotomozaiek van het projectgebied Oosterschelde vervaardigd uit stereoluchtfoto-opnamen op 04-9-2023 ter ondersteuning van het vegetatie monitoringsprogramma in opdracht van WVL,Rijkswaterstaat,https://www.rijkswaterstaat.nl/formulieren/contactformulier-servicedesk-data,,Servicedesk Data,,Servicedesk Data (Rijkswaterstaat),"('3.119', '50.670', '7.253', '53.612')",Geen beperkingen (http://creativecommons.org/publicdomain/zero/1.0/deed.nl),otherRestrictions,https://geo.rijkswaterstaat.nl/services/ogc/gdr/luchtfoto_kweldervegetatie/ows?service=WCS&request=getcapabilities&version=2.0.1,,luchtfoto_kweldervegetatie:v_Oosterschelde_2023,v_Oosterschelde_2023,luchtfoto_kweldervegetatie__v_Oosterschelde_2023,v_Oosterschelde_2023,luchtfoto_kweldervegetatie__v_Oosterschelde_2023,28992,"(0.12, 0.12)","(-5344.194568600709, 299450.29248729965, 286902.48955525074, 627485.4212126045)",True
dc8dfb9c-d96b-4ac0-8126-0a27b2733110,dataset,ISO 19115,WMS; WCS,2025-04-11,dut,28992; 5709,Waterplantenbedekking IJsselmeergebied - Pijlkruid - 2023,,"Waterplantenbedekking IJsselmeergebied. De waterplantenbedekking in het IJsselmeergebied wordt driejaarlijks gemonitord. Dat wil zeggen dat in een cyclus van drie jaar in elk deel van het gebied de waterplantenbedekking wordt geïnventariseerd: in 2016 in het Markermeer en IJmeer, in 2017 in het IJsselmeer, en in 2018 in de randmeren. Nb: het Veluwemeer is in 2018 niet gebiedsdekkend gekarteerd, maar op een beperkt aantal locaties.Voor elk jaar is er een dataset per gevonden waterplantensoort en een dataset met de totale bedekkingaanwezig. Deze datasets betreffen geinterpoleerde data. Daarnaast is er per jaar een dataset met de (punt)locaties van de veldwaarnemingen.In deze datasetsstaat informatie uit de jaren 2011 tot en met 2018. Globaal wordt de zone van 0-3 meter diepte gekarteerd. Zie de laag ""Puntenkaart veldwaarnemingen"" voor een weergave van de meetpunten. Let op! Waterplanten kunnen ook buiten de gekarteerde zone voorkomen.",Rijkswaterstaat,https://www.rijkswaterstaat.nl/formulieren/contactformulier-servicedesk-data,,Servicedesk Data,,Servicedesk Data (Rijkswaterstaat),"('5.033', '52.251', '5.852', '53.082')",Geen beperkingen (http://creativecommons.org/publicdomain/zero/1.0/deed.nl),otherRestrictions,https://geo.rijkswaterstaat.nl/services/ogc/gdr/waterplanten_ijsselmeergebied/ows?service=WCS&request=getcapabilities&version=2.0.1,,waterplanten_ijsselmeergebied:pijlkruid_2023,pijlkruid_2023,waterplanten_ijsselmeergebied__pijlkruid_2023,pijlkruid_2023,waterplanten_ijsselmeergebied__pijlkruid_2023,28992,"(10.0, 10.0)","(130812.48172688037, 473720.937074629, 186739.46871990117, 566229.9937878639)",True
dbf63775-a9cb-4aea-8393-f9cedb71a691,dataset,ISO 19115,WMS; WCS,2025-07-02,dut,28992; 5709,Bathymetrie Nederland 2023 - kust en vaklodingen 20 mtr - Hillshade,Bodemhoogte; Bathymetrie; Bodemligging; JARKUS; Vaklodingen,Dit bodemhoogtebestand bevat een hillshade grid van de laatst gemeten bodemhoogten tot en met 2023 van de kust en de vaklodingen in opdracht van Rijkswaterstaat. De bodemhoogten zijn uitgedrukt in meters t.o.v. NAP.,Rijkswaterstaat,https://www.rijkswaterstaat.nl/formulieren/contactformulier-servicedesk-data,,Servicedesk Data,,Servicedesk Data (Rijkswaterstaat),"('3.119', '50.670', '7.253', '53.612')",Geen beperkingen (http://creativecommons.org/publicdomain/zero/1.0/deed.nl),otherRestrictions,https://geo.rijkswaterstaat.nl/services/ogc/gdr/bodemhoogte_20mtr/ows?service=WCS&request=getcapabilities&version=2.0.1,,bodemhoogte_20mtr:bodemhoogte_20mtr_2023_hillshade,bodemhoogte_20mtr_2023_hillshade,bodemhoogte_20mtr__bodemhoogte_20mtr_2023_hillshade,bodemhoogte_20mtr_2023_hillshade,bodemhoogte_20mtr__bodemhoogte_20mtr_2023_hillshade,28992,"(20.0, 20.0)","(-5344.194568600709, 299450.29248729965, 286902.48955525074, 627485.4212126045)",True
dbb57762-716b-42a7-9006-ffbd052b2fcc,dataset,ISO 19115,WMS; WCS,2024-02-28,dut,28992; 5709,Hoogtebestand Maas 50cm 2021 DTM,Hoogte,"Hoogtebestand Maas 50cm 2021 DTM - AHN4 DTM 50cm grid - AHN4 Special Maas, na hoogwater 2021",Rijkswaterstaat,https://www.rijkswaterstaat.nl/formulieren/contactformulier-servicedesk-data,,Servicedesk Data,,Servicedesk Data (Rijkswaterstaat),"('3.119', '50.670', '7.253', '53.612')",Geen beperkingen (http://creativecommons.org/publicdomain/zero/1.0/deed.nl),otherRestrictions,https://geo.rijkswaterstaat.nl/services/ogc/gdr/hoogte_2021/ows?service=WCS&request=getcapabilities&version=2.0.1,,hoogte_2021:hoogte_maas_2021_dtm_05m_tif,hoogte_maas_2021_dtm_05m_tif,hoogte_2021__hoogte_maas_2021_dtm_05m,hoogte_maas_2021_dtm_05m_tif,hoogte_2021__hoogte_maas_2021_dtm_05m,28992,"(0.500000000000001, 0.5000000000000409)","(-5344.194568600709, 299450.29248729965, 286902.48955525074, 627485.4212126045)",True
