identifier,resource_type,md_standard,ogc_web_services,md_date,language,crs_epsg_codes,title,keywords,abstract,md_contact_name,md_contact_email,landing_page,data_creators,data_publishers,data_pointcontact,bounding_box,license,access_rights,wcs_getcapabilities_url,wfs_getcapabilities_url,csw_metadata_name,csw_metadata_name_clean,coverage_id,clean_coverage_id,layer,crs_epsg,spatial_resolution
{ED59261B-B5CF-42AC-9009-6AF7BF2D7DEF},dataset,ISO 19115,WMS; WCS,2024-12-10,dut,28992; 5709,"Stafkaarten (omgeving: Ritthem, - Borssele)",Risico's en externe veiligheid; Milieu,"Kaart met locaties waar op basis van historische informatie (gebeurtenissen) mogelijk munitie in de bodem aanwezig is. De gebeurtenissen uit de Tweede Wereldoorlog, zijn gebaseerd op literatuur, gemeente-archieven, raadpleging experts, stafkaarten, meldingen van burgers (geïnteresseerden, en ouderen die de oorlog hebben meegemaakt) en enkele andere (archief)bronnen. 

        WOI is niet in beschouwing genomen. 
        Een uitgebreide toelichting op het onderzoek, de aanpak en de resultaten is beschreven in het rapport ""Conventionele Explosieven in Zeeland"" (kenmerk 2010607, december 2010).",Provincie Zeeland,geo@zeeland.nl,,,,Provincie Zeeland,"('3.583', '51.386', '3.828', '51.513')",Geen beperkingen (http://creativecommons.org/publicdomain/zero/1.0/deed.nl),otherRestrictions,https://opengeodata.zeeland.nl/geoserver/rasters_stafkaarten/wcs?request=GetCapabilities,,GEORMA_STFKRTWO2_SLHVNRST,GEORMA_STFKRTWO2_SLHVNRST,rasters_stafkaarten__georma_stfkrtwo2_slhvnrst,GEORMA_STFKRTWO2_SLHVNRST,rasters_stafkaarten__georma_stfkrtwo2_slhvnrst,28992,"(2.2582388083953955, 2.258238806948541)"
{7D87395C-B802-4EAA-8FA2-13BA3F0C019D},dataset,ISO 19115,WMS; WCS,2024-12-11,dut,28992; 5709,Bodemkundige geschiktheid voor grasland,Flora en Fauna; Klimaat,"De geschiktheidskaart grasland is gemaakt door Alterra Wageningen. De geschiktheid van percelen voor landgebruik wordt bepaald door een combinatie van bodemeigenschappen en grondwaterstanden. Belangrijke bodemeigenschappen zijn de bewerkbaarheid, berijdbaarheid, chemische bodemvruchtbaarheid, bewortelbaarheid en vochtleverend vermogen. Bij te hoge grondwaterstanden in het voorjaar is de bodem te nat om voorjaarswerkzaamheden, zoals bemesten, zaai klaar maken en inzaaien, te verrichten. Te natte omstandigheden vertragen de voorjaarsgroei van het gewas en bij grasland treden vertrappingsverliezen op. In het najaar kunnen hoge grondwaterstanden het oogsten van gewassen bemoeilijken. In perioden met weinig neerslag moet de vochtvoorraad in de bodem voldoende te zijn om de plant van voldoende vocht te voorzien. Bij een tekort treedt er groeivertraging op. De geschiktheidskaart is met name gebaseerd op verlaagde opbrengsten als gevolge van vochttekort en wateroverlast.",Provincie Zeeland,geo@zeeland.nl,,Alterra Wageningen UR,,Provincie Zeeland,"('3.286', '51.185', '4.314', '51.792')",Geen beperkingen (http://creativecommons.org/publicdomain/zero/1.0/deed.nl),otherRestrictions,https://opengeodata.zeeland.nl/geoserver/rasters/wcs?request=GetCapabilities,,GEONAM_GRSLNDGSHRST,GEONAM_GRSLNDGSHRST,rasters__GEONAM_GRSLNDGSHRST,GEONAM_GRSLNDGSHRST,rasters__GEONAM_GRSLNDGSHRST,28992,"(100.0, 100.0)"
a9a38ea1-9ed4-415e-a18a-7c0cecee691a,dataset,ISO 19115,WMS; WCS,2025-01-14,dut,28992,Historische rasterkaart van Noord-Beveland & Wolphaartsdijk uit 1751,historische kaarten,Historische rasterkaart van Noord-Beveland & Wolphaartsdijk uit 1751,Provincie Zeeland,geo@zeeland.nl,,,,Provincie Zeeland,"('3.61575', '51.51337', '3.97535', '51.61682')",Geen beperkingen (http://creativecommons.org/publicdomain/mark/1.0/deed.nl),otherRestrictions,https://opengeodata.zeeland.nl/geoserver/rasters/wcs?request=GetCapabilities,,GEORMA_TOPNBVWLP1751ACRST,GEORMA_TOPNBVWLP1751ACRST,rasters__GEORMA_TOPNBVWLP1751ACRST,GEORMA_TOPNBVWLP1751ACRST,rasters__GEORMA_TOPNBVWLP1751ACRST,404000,"(0.003333333333401356, 0.0033333333333333383)"
7f14c112-9004-43ec-8cf2-0ac54a253721,dataset,ISO 19115,WMS; WCS,2022-11-15,dut,28992,Natuurlijke ziekte- en plaagwering van de bodem (relatief),bodem,"Wat ziet U: De natuurlijke ziekten- en plaagwering van de bovenste 20 cm van de bodem, obv samengestelde indicatorenset

Wat is de waarde: Een goede natuurlijke ziekten- en plaagwering is goed voor de gezonde groei van gewassen, zonder overvloedige bestrijding (bestrijdingsmiddelengebruik tegen onkruiden, plaaginsecten en plantenziekten). 

Belangrijk voor: verminderen van ziekten- en plaagbestrijding met chemische middelen in de landbouw en op recreatieterreinen.",RIVM,atlasnatuurlijkkapitaal@rivm.nl,,RIVM,,,"('3.37087', '50.7539', '7.21097', '53.4658')",geen beperkingen,otherRestrictions,https://data.rivm.nl/geo/ank/wcs?,,rivm_r3_gm_diseasesupp,rivm_r3_gm_diseasesupp,ank__rivm_r3_gm_diseasesupp,rivm_r3_gm_diseasesupp,ank__rivm_r3_gm_diseasesupp,28992,"(25.0, 25.0)"
9d9573b0-bd3b-4d7b-a97d-e65841e6e0b2,service,ISO 19115,WCS,2025-07-11,dut,,Bathymetrie Nederland - binnenwateren (WCS),Bathymetrie; Bodemhoogte; ADN; loding; multibeam; EU; INSPIRE,Dit is de Web Coverage Service van tot 1 meter grid resolutie geinterpoleerd grids van waarden uit dieptemetingen van de hydrografische opnemingsvaartuigen opgeslagen in het Landelijk Opslagsysteem Lodingen. Deze dataset geeft een moment opname van de bodemligging van de binnenwateren Van de grens met Duitsland tot de basislijn van de Nederlandse kust en sluit aan bij Bathymetrie van de Noordzee.,Rijkswaterstaat,servicedesk-dat@rws.nl,,,,Servicedesk Data (Rijkswaterstaat),"('3.20', '50.73', '7.24', '53.58')",Geen beperkingen (http://creativecommons.org/publicdomain/zero/1.0/deed.nl),otherRestrictions,https://geo.rijkswaterstaat.nl/services/ogc/gdr/bodemhoogte_1mtr/ows?service=WCS&request=getcapabilities&version=2.0.1,,bodemhoogte_1mtr:bodemhoogte_1mtr_202412,bodemhoogte_1mtr_202412,bodemhoogte_1mtr__bodemhoogte_1mtr_202412,bodemhoogte_1mtr_202412,bodemhoogte_1mtr__bodemhoogte_1mtr_202412,28992,"(1.0, 1.0)"
fa290b5a-63b8-4b91-9370-d46933cfc652,dataset,ISO 19115,WMS; WCS,2025-01-14,dut,28992,Historische rasterkaart van Oostburg uit 1560,HISTORISCHE KAARTEN,Historische rasterkaart van oostburg uit 1560,Provincie Zeeland,geo@zeeland.nl,,,,Provincie Zeeland,"('3.4065', '51.28788', '3.53576', '51.36468')",Geen beperkingen (http://creativecommons.org/publicdomain/zero/1.0/deed.nl),otherRestrictions,https://opengeodata.zeeland.nl/geoserver/rasters/wcs?request=GetCapabilities,,georma_topostbrg1560rst,georma_topostbrg1560rst,rasters__georma_topostbrg1560rst,georma_topostbrg1560rst,rasters__georma_topostbrg1560rst,28992,"(0.6622880046015811, 0.6378061619470219)"
671bdf7a-c48a-47bb-9e8b-915a4e55b6c0,dataset,ISO 19115,WMS; WCS,2025-01-14,dut,28992,Historische rasterkaart van Tholen uit 1560,historische kaarten,Historische rasterkaart van Tholen uit 1560,Provincie Zeeland,geo@zeeland.nl,,,,Provincie Zeeland,"('4.11531', '51.47058', '4.2507', '51.59569')",Geen beperkingen (http://creativecommons.org/publicdomain/mark/1.0/deed.nl),otherRestrictions,https://opengeodata.zeeland.nl/geoserver/rasters/wcs?request=GetCapabilities,,GEORMA_TOPTHL1560RST,GEORMA_TOPTHL1560RST,rasters__GEORMA_TOPTHL1560RST,GEORMA_TOPTHL1560RST,rasters__GEORMA_TOPTHL1560RST,28992,"(0.8431655750521443, 0.9976431429683086)"
bfeeb81c-8790-41b2-92a0-d0adb624cbc7,dataset,ISO 19115,WMS; WCS,2025-01-14,dut,28992,Historische rasterkaart van Reimerswaal uit 1560,historische kaarten,Historische rasterkaart van Reimerswaal uit 1560,Provincie Zeeland,geo@zeeland.nl,,,,Provincie Zeeland,"('3.921', '51.34079', '4.29172', '51.54722')",Geen beperkingen (http://creativecommons.org/publicdomain/mark/1.0/deed.nl),otherRestrictions,https://opengeodata.zeeland.nl/geoserver/rasters/wcs?request=GetCapabilities,,GEORMA_TOPRMW1560RST,GEORMA_TOPRMW1560RST,rasters__GEORMA_TOPRMW1560RST,GEORMA_TOPRMW1560RST,rasters__GEORMA_TOPRMW1560RST,28992,"(0.8370324482568159, 0.803489040978816)"
03a0e3ff-888b-48d3-99d8-8bb7aa255897,dataset,ISO 19115,WMS; WCS,2025-01-14,dut,28992,Historische rasterkaart van Goes uit 1560,historische kaarten,Historische rasterkaart van Goes uit 1560,Provincie Zeeland,geo@zeeland.nl,,,,Provincie Zeeland,"('3.84112', '51.47017', '3.94605', '51.53588')",Geen beperkingen (http://creativecommons.org/publicdomain/mark/1.0/deed.nl),otherRestrictions,https://opengeodata.zeeland.nl/geoserver/rasters/wcs?request=GetCapabilities,,GEORMA_TOPGOE1560RST,GEORMA_TOPGOE1560RST,rasters__GEORMA_TOPGOE1560RST,GEORMA_TOPGOE1560RST,rasters__GEORMA_TOPGOE1560RST,28992,"(0.8198964058780681, 0.8366023968327132)"
37cfb9a4-181a-4674-85ea-2b9c47927cc0,dataset,ISO 19115,WMS; WCS,2025-01-14,dut,28992,Historische rasterkaart van Sint-Maartensdijk uit 1560,historische kaarten,Historische rasterkaart van Sint-Maartensdijk uit 1560,Provincie Zeeland,geo@zeeland.nl,,,,Provincie Zeeland,"('3.96907', '51.51753', '4.12005', '51.60168')",Geen beperkingen (http://creativecommons.org/publicdomain/mark/1.0/deed.nl),otherRestrictions,https://opengeodata.zeeland.nl/geoserver/rasters/wcs?request=GetCapabilities,,GEORMA_TOPSMD1560RST,GEORMA_TOPSMD1560RST,rasters__GEORMA_TOPSMD1560RST,GEORMA_TOPSMD1560RST,rasters__GEORMA_TOPSMD1560RST,28992,"(0.9634169844946828, 1.0013038524514626)"
2662c857-2536-42fe-8cd0-5d7dfdccb7f7,dataset,ISO 19115,WMS; WCS,2023-10-24,dut,28992,Bodemkaart van Bennema,Bodemkaart; Bennema; Cultuurhistorie; Archeologie,Bodemkaart Walcheren (1947) door Bennema,Provincie Zeeland,geo@zeeland.nl,,,,Provincie Zeeland; Laura Ietswaart (Provincie Zeeland),"('3.42039193', '51.42778359', '3.72800911', '51.61576998')",Geen beperkingen (http://creativecommons.org/publicdomain/mark/*/deed.nl),otherRestrictions,https://opengeodata.zeeland.nl/geoserver/rasters/wcs?request=GetCapabilities,,GEOGWD_BDMKRTWCHBNMRST,GEOGWD_BDMKRTWCHBNMRST,rasters__GEOGWD_BDMKRTWCHBNMRST,GEOGWD_BDMKRTWCHBNMRST,rasters__GEOGWD_BDMKRTWCHBNMRST,28992,"(1.4777084937110398, 1.4777084937110414)"
37fd9310-f553-471f-adb8-d40b7c6bce9f,dataset,ISO 19115,WMS; WCS,2025-01-14,dut,28992,Historische rasterkaart van Veere uit 1560,historische kaarten,Historische rasterkaart van Veere uit 1560,Provincie Zeeland,geo@zeeland.nl,,,,Provincie Zeeland,"('3.6193', '51.5103', '3.71305', '51.57894')",Geen beperkingen (http://creativecommons.org/publicdomain/mark/1.0/deed.nl),otherRestrictions,https://opengeodata.zeeland.nl/geoserver/rasters/wcs?request=GetCapabilities,,GEORMA_TOPVRE1560RST,GEORMA_TOPVRE1560RST,rasters__GEORMA_TOPVRE1560RST,GEORMA_TOPVRE1560RST,rasters__GEORMA_TOPVRE1560RST,28992,"(0.8713412548988761, 0.8711164964544279)"
d0e5dcae-67ac-4bf7-b05b-32fd6972353f,service,ISO 19115,WCS,2025-05-27,dut,,Fijnstof (PM10) Grootschalige concentratiekaarten Nederland (INSPIRE as-is WCS),,"Het RIVM maakt elk jaar kaarten van de luchtverontreiniging in Nederland. Dit gebeurt voor verschillende stoffen in de lucht, waaronder stikstofdioxide en fijnstof. Het RIVM gebruikt zowel modelberekeningen als metingen om deze GCN(Grootschalige Concentratiekaarten Nederland)-kaarten te maken. Zo komen de concentraties het best overeen met de werkelijke situatie in het afgelopen jaar.

Slechte luchtkwaliteit is schadelijk voor de gezondheid. De GCN-kaarten worden gebruikt om de ontwikkeling van de luchtkwaliteit in Nederland te volgen. Overheden gebruiken de toekomstverwachtingen om beleid te maken voor een betere luchtkwaliteit.

Bron: Grootschalige concentratiekaarten Nederland. Rapportage 2025 | RIVM in te vullen",,info@rivm.nl,,,,,"('3.37', '50.75', '7.21', '53.47')",Geen beperkingen (https://creativecommons.org/publicdomain/mark/1.0/deed.nl),otherRestrictions,https://data.rivm.nl/geo/gcn/wcs/GetCapabilities?request=GetCapabilities,,gcn:conc_PM10_2024,conc_PM10_2024,,,gcn:conc_PM10_2024,28992,"(1000.0, 1000.0)"
