identifier,resource_type,md_standard,ogc_web_services,md_date,language,crs_epsg_codes,title,keywords,abstract,md_contact_name,md_contact_email,landing_page,data_creators,data_publishers,data_pointcontact,bounding_box,license,access_rights,wcs_getcapabilities_url,wfs_getcapabilities_url,csw_metadata_name,csw_metadata_name_clean,feature_id,clean_feature_ids,layer,bbox_28992,intersects_outline_1,intersects_outline_2,keywords_+,has_fuzzy_keyword_match
ab747558-839b-4bcf-80b0-5f41e0ca7a1f,dataset,ISO 19115,WFS; WMS,2023-03-21,dut,,Maaien - Beeldbeheer bermstroken en zichtvlakken 2022,WEGEN; GROENVOORZIENINGEN,Beeldbeheer van bermstroken en zichtvlakken (2022),Provincie Utrecht,GIS@provincie-utrecht.nl,,,,GIS (Provincie Utrecht),"('4.824', '51.952', '5.628', '52.236')",Open data (publiek)|https://creativecommons.org/publicdomain/mark/1.0/deed.nl,otherRestrictions,,https://services.geodata-utrecht.nl/geoserver/v01_2_1_wegennet/wfs,Maaien_Beeldbeheer_bermstroken_en_zichtvlakken_2022,Maaien_Beeldbeheer_bermstroken_en_zichtvlakken_2022,v01_2_1_wegennet:Maaien_Beeldbeheer_bermstroken_en_zichtvlakken_2022,Maaien_Beeldbeheer_bermstroken_en_zichtvlakken_2022,v01_2_1_wegennet:Maaien_Beeldbeheer_bermstroken_en_zichtvlakken_2022,"(116282.60270221403, 440422.8146466826, 171553.71035776593, 472142.29664663546)",True,True,2022;GROENVOORZIENINGEN;WEGEN;beeldbeheer;bermstroken;en;van;zichtvlakken,True
a827e8f1-a9ee-4b6e-b168-b856f5470512,dataset,ISO 19115,WFS; WMS,2023-03-21,dut,,Maaien - Frequentiebeheer sloten 2022,WEGEN; GROENVOORZIENINGEN,Maaien - Frequentiebeheer sloten 2022,Provincie Utrecht,GIS@provincie-utrecht.nl,,,,GIS (Provincie Utrecht),"('4.824', '51.952', '5.628', '52.236')",Open data (publiek)|https://creativecommons.org/publicdomain/mark/1.0/deed.nl,otherRestrictions,,https://services.geodata-utrecht.nl/geoserver/v01_2_1_wegennet/wfs,Maaien_Frequentiebeheer_sloten_2022,Maaien_Frequentiebeheer_sloten_2022,v01_2_1_wegennet:Maaien_Frequentiebeheer_sloten_2022,Maaien_Frequentiebeheer_sloten_2022,v01_2_1_wegennet:Maaien_Frequentiebeheer_sloten_2022,"(116282.60270221403, 440422.8146466826, 171553.71035776593, 472142.29664663546)",True,True,2022;GROENVOORZIENINGEN;WEGEN;frequentiebeheer;maaien;sloten,True
1195ba9e-4f6d-423f-94a1-31a5c8aed3bf,dataset,ISO 19115,WFS; WMS,2024-02-21,dut,,Natura 2000 habitatkarteringen T0,HABITATRICHTLIJN; NATUUR- EN LANDSCHAPSBELEID; NATUURBESCHERMING; Downloadable Data,"Deze dataset bevat alle T0 habitatkarteringen voor de Natura 2000 gebieden die (deels) in de provincie Utrecht liggen. Voor de gebieden waar de provincie Utrecht voortouwnemer van is zijn de T0 versies opgenomen die naar de NDVH geupload zijn. Voor de gebieden Rijntakken, Lingegebied &amp; Diefdijk Zuid en Oostelijke Vechtplassen (waar Utrecht geen voortouwnemer van is) zijn de T0 karteringen die in de NDVH aanwezig waren opgenomen. Voor het gebied Nieuwkoopse plassen en de Haeck is de T0 versie die bij ons bekend is opgenomen (deze was nog niet aanwezig in de NDVH op het moment van samenstellen van de dataset).",Provincie Utrecht,GIS@provincie-utrecht.nl,,,,GIS (Provincie Utrecht),"('4.898922', '51.921517', '5.606866', '52.265581')",Open data (publiek)|https://creativecommons.org/publicdomain/mark/1.0/deed.nl,otherRestrictions,,https://services.geodata-utrecht.nl/geoserver/n01_2_2_natuur_beleid/wfs,Natura_2000_habitatkarteringen_T0,Natura_2000_habitatkarteringen_T0,n01_2_2_natuur_beleid:Natura_2000_habitatkarteringen_T0,Natura_2000_habitatkarteringen_T0,n01_2_2_natuur_beleid:Natura_2000_habitatkarteringen_T0,"(121410.2785626583, 437026.7828336439, 170111.10777800216, 475396.3991715283)",True,True,2000;Downloadable Data;HABITATRICHTLIJN;NATUUR- EN LANDSCHAPSBELEID;NATUURBESCHERMING;aanwezig;alle;amp;bekend;bevat;bij;dataset;de;deels;deze;die;diefdijk;en;gebied;gebieden;geen;geupload;habitatkarteringen;haeck;het;in;is;karteringen;liggen;lingegebied;moment;naar;natura;ndvh;niet;nieuwkoopse;nog;ons;oostelijke;op;opgenomen;plassen;provincie;rijntakken;samenstellen;t0;utrecht;van;vechtplassen;versie;versies;voor;voortouwnemer;waar;waren;was;zijn;zuid,True
cbeedfe4-c94a-4af3-857b-f6d3b4805378,dataset,ISO 19115,WFS; WMS,2024-04-15,dut,,Knooppunt_isochronen_fiets,OPENBAAR VERVOER; VERKEER EN VERVOER; Downloadable Data,Lijnen van gelijke reistijd per fiets vanaf multimodale knooppunten in de Provincie Utrecht. De zone zijn berekend over het netwerk (Open Street Map) van wegen en paden toegankelijk voor fietsers.,Provincie Utrecht,GIS@provincie-utrecht.nl,,,,GIS (Provincie Utrecht),"('4.7', '51.8', '5.7', '52.4')",Open data (publiek)|https://creativecommons.org/publicdomain/mark/1.0/deed.nl,otherRestrictions,,https://services.geodata-utrecht.nl/geoserver/v01_1_1_1_Openbaar_vervoer/wfs,Knooppunt_isochronen_fiets,Knooppunt_isochronen_fiets,v01_1_1_1_Openbaar_vervoer:Knooppunt_isochronen_fiets,Knooppunt_isochronen_fiets,v01_1_1_1_Openbaar_vervoer:Knooppunt_isochronen_fiets,"(107598.54879339048, 423530.9199643994, 176576.16843302932, 490461.97745183716)",True,True,Downloadable Data;OPENBAAR VERVOER;VERKEER EN VERVOER;berekend;de;en;fiets;fietsers;gelijke;het;in;knooppunten;lijnen;map;multimodale;netwerk;open;over;paden;per;provincie;reistijd;street;toegankelijk;utrecht;van;vanaf;voor;wegen;zijn;zone,True
af68e5c1-eb40-4371-b94d-3a328d43495f,dataset,ISO 19115,WFS; WMS,2024-04-16,dut,,Knooppunt_isochronen_voetganger,OPENBAAR VERVOER; Downloadable Data,Lijnen van gelijke reistijd te voet vanaf multimodale knooppunten in de Provincie Utrecht. De zone zijn berekend over het netwerk (Open Street Map) van wegen en paden toegankelijk voor voetgangers.,Provincie Utrecht,GIS@provincie-utrecht.nl,,,,GIS (Provincie Utrecht),"('4.7', '51.8', '5.7', '52.4')",Open data (publiek)|https://creativecommons.org/publicdomain/mark/1.0/deed.nl,otherRestrictions,,https://services.geodata-utrecht.nl/geoserver/v01_1_1_1_Openbaar_vervoer/wfs,Knooppunt_isochronen_voetganger,Knooppunt_isochronen_voetganger,v01_1_1_1_Openbaar_vervoer:Knooppunt_isochronen_voetganger,Knooppunt_isochronen_voetganger,v01_1_1_1_Openbaar_vervoer:Knooppunt_isochronen_voetganger,"(107598.54879339048, 423530.9199643994, 176576.16843302932, 490461.97745183716)",True,True,Downloadable Data;OPENBAAR VERVOER;berekend;de;en;gelijke;het;in;knooppunten;lijnen;map;multimodale;netwerk;open;over;paden;provincie;reistijd;street;te;toegankelijk;utrecht;van;vanaf;voet;voetgangers;voor;wegen;zijn;zone,True
43966a58-d399-4d8a-9db4-2a7430f08b7f,dataset,ISO 19115,WFS; WMS,2023-10-31,dut,,Begaanbaarheid van wegen na bui van 35 mm in 1 uur,KLIMAAT; INFRASTRUCTUUR; WATEROVERLAST; Downloadable Data,Begaanbaarheid van wegen na bui van 35 mm in 1 uur,Provincie Utrecht,GIS@provincie-utrecht.nl,,,,GIS (Provincie Utrecht),"('4.411701', '51.809676', '5.754692', '52.419128')",Open data (publiek)|https://creativecommons.org/publicdomain/mark/1.0/deed.nl,otherRestrictions,,https://services.geodata-utrecht.nl/geoserver/w01_7_klimaatadaptatie/wfs,Begaanbaarheid_van_wegen_na_bui_van_35_mm_in_1_uur,Begaanbaarheid_van_wegen_na_bui_van_35_mm_in_1_uur,w01_7_klimaatadaptatie:Begaanbaarheid_van_wegen_na_bui_van_35_mm_in_1_uur,Begaanbaarheid_van_wegen_na_bui_van_35_mm_in_1_uur,w01_7_klimaatadaptatie:Begaanbaarheid_van_wegen_na_bui_van_35_mm_in_1_uur,"(87727.56212665427, 424625.06326051534, 180343.25101193954, 492815.28609329107)",True,True,1;35;Downloadable Data;INFRASTRUCTUUR;KLIMAAT;WATEROVERLAST;begaanbaarheid;bui;in;mm;na;uur;van;wegen,True
7db65cdb-bb79-4f50-816a-5f0e90367231,dataset,ISO 19115,WFS; WMS,2025-03-28,dut,,Gebieden windenergie Provincie Utrecht,ENERGIEVOORZIENING; WINDENERGIE; Downloadable Data,De kaart toont de meest kansrijke gebieden in de provincie Utrecht waar de procedure voor windenergie verder opgepakt wordt. Zowel de gebieden die door de gemeente worden opgepakt als de gebieden waar de provincie (al dan niet op verzoek van gemeenten) mee verder gaat zijn weergegeven.,Provincie Utrecht,GIS@provincie-utrecht.nl,,,,GIS (Provincie Utrecht),"('4.816605', '51.898304', '5.622527', '52.264186')",Open data (publiek)|https://creativecommons.org/publicdomain/mark/1.0/deed.nl,otherRestrictions,,https://services.geodata-utrecht.nl/geoserver/m01_3_energie_klimaat_lucht/wfs,Gebieden_windenergie_Provincie_Utrecht,Gebieden_windenergie_Provincie_Utrecht,m01_3_energie_klimaat_lucht:Gebieden_windenergie_Provincie_Utrecht,Gebieden_windenergie_Provincie_Utrecht,m01_3_energie_klimaat_lucht:Gebieden_windenergie_Provincie_Utrecht,"(115727.34536479243, 434447.57687755686, 171196.8268841684, 475282.2140568372)",True,True,Downloadable Data;ENERGIEVOORZIENING;WINDENERGIE;al;als;dan;de;die;door;gaat;gebieden;gemeente;gemeenten;in;kaart;kansrijke;mee;meest;niet;op;opgepakt;procedure;provincie;toont;utrecht;van;verder;verzoek;voor;waar;weergegeven;windenergie;worden;wordt;zijn;zowel,True
c84fd290-dbce-4ffc-ad0c-f1566e463485,dataset,ISO 19115,WFS; WMS,2025-03-28,dut,,Natura 2000 habitatkarteringen T1,HABITATRICHTLIJN; NATUUR- EN LANDSCHAPSBELEID; NATUURBESCHERMING; Downloadable Data,Deze dataset bevat alle T1 habitatkarteringen voor de Natura 2000 gebieden die (deels) in de provincie Utrecht liggen. Voor de gebieden waar de provincie Utrecht voortouwnemer van is zijn de T1 versies opgenomen die naar de NDVH geüpload zijn. Voor het gebied Nieuwkoopse plassen en de Haeck is de T1 versie die bij ons bekend is opgenomen (deze was nog niet aanwezig in de NDVH op het moment van samenstellen van de dataset). De kaart is nog niet definitief.,Provincie Utrecht,GIS@provincie-utrecht.nl,,,,GIS (Provincie Utrecht),"('4.898922', '51.921517', '5.606866', '52.265581')",Open data (publiek)|https://creativecommons.org/publicdomain/mark/1.0/deed.nl,otherRestrictions,,https://services.geodata-utrecht.nl/geoserver/n01_2_2_natuur_beleid/wfs,Natura_2000_habitatkarteringen_T1,Natura_2000_habitatkarteringen_T1,n01_2_2_natuur_beleid:Natura_2000_habitatkarteringen_T1,Natura_2000_habitatkarteringen_T1,n01_2_2_natuur_beleid:Natura_2000_habitatkarteringen_T1,"(121410.2785626583, 437026.7828336439, 170111.10777800216, 475396.3991715283)",True,True,2000;Downloadable Data;HABITATRICHTLIJN;NATUUR- EN LANDSCHAPSBELEID;NATUURBESCHERMING;aanwezig;alle;bekend;bevat;bij;dataset;de;deels;definitief;deze;die;en;gebied;gebieden;geüpload;habitatkarteringen;haeck;het;in;is;kaart;liggen;moment;naar;natura;ndvh;niet;nieuwkoopse;nog;ons;op;opgenomen;plassen;provincie;samenstellen;t1;utrecht;van;versie;versies;voor;voortouwnemer;waar;was;zijn,True
67429ba7-57a0-4e53-85c6-5889c04de568,dataset,ISO 19115,WFS; WMS,2023-10-31,dut,,Loodverwachtingskaart,BODEMKAARTEN; BODEM; BODEMKWALITEIT; BODEMONDERZOEK; VOLKSGEZONDHEID; MILIEUVERONTREINIGING,De loodverwachtingskaart is de bodemkwaliteitskaart voor lood op basis van de P95 van de   gezondheidskundige advieswaarden van GGD en RIVM. De kaart geeft aan waar er een kans van 5%   of meer is dat een meting een bepaald loodgehalte aantoont. Op een groot deel van de percelen in deze   gebieden zal daarom gemiddeld een (veel) lager loodgehalte voorkomen.  Het is géén kaart met verontreinigde gebieden/locaties. De gemeenten Utrecht en Amersfoort zijn niet in deze kaart opgenomen.,Provincie Utrecht,GIS@provincie-utrecht.nl,,,,GIS (Provincie Utrecht),"('4.79', '51.858', '5.63', '52.305')",Open data (publiek)|https://creativecommons.org/publicdomain/mark/1.0/deed.nl,otherRestrictions,,https://services.geodata-utrecht.nl/geoserver/m01_2_bodem/wfs,Loodverwachtingskaart,Loodverwachtingskaart,m01_2_bodem:Loodverwachtingskaart,Loodverwachtingskaart,m01_2_bodem:Loodverwachtingskaart,"(113859.39577025271, 429965.23543570994, 171726.16187143594, 479837.81566113443)",True,True,5;BODEM;BODEMKAARTEN;BODEMKWALITEIT;BODEMONDERZOEK;MILIEUVERONTREINIGING;VOLKSGEZONDHEID;aan;aantoont;advieswaarden;amersfoort;basis;bepaald;bodemkwaliteitskaart;daarom;dat;de;deel;deze;een;en;er;gebieden;geeft;gemeenten;gemiddeld;gezondheidskundige;ggd;groot;géén;het;in;is;kaart;kans;lager;locaties;lood;loodgehalte;loodverwachtingskaart;meer;met;meting;niet;of;op;opgenomen;p95;percelen;rivm;utrecht;van;veel;verontreinigde;voor;voorkomen;waar;zal;zijn,True
1d4c16ee-e78b-4538-9a5c-f15ef6393e92,service,ISO 19115,WFS,2020-11-06,dut,,Landschappen,deelgebied; deelgebieden; landschap; landschappen,Deze service ontsluit de begrenzing van de landschappen binnen de provincie Utrecht en de onderverdeling in deelgebieden zoals opgenomen in de kwaliteitsgids Utrechtse landschappen,Provincie Utrecht,gis@provincie-utrecht.nl,,,,Team GIS (Provincie Utrecht); Provincie Utrecht; Team GIS (Provincie Utrecht),"('3.207', '50.734', '7.240', '53.545')",Geen beperkingen,otherRestrictions,,https://services.geodata-utrecht.nl/geoserver/n01_2_1_landschappen/wfs,Deelgebieden_Landschappen,Deelgebieden_Landschappen,n01_2_1_landschappen:Deelgebieden_Landschappen,Deelgebieden_Landschappen,n01_2_1_landschappen:Deelgebieden_Landschappen,"(1087.288213572523, 306545.455307614, 285803.5409800106, 619850.1707615636)",True,True,begrenzing;binnen;de;deelgebied;deelgebieden;deze;en;in;kwaliteitsgids;landschap;landschappen;onderverdeling;ontsluit;opgenomen;provincie;service;utrecht;utrechtse;van;zoals,True
28b5aa37-44f2-4821-b900-ccadeb673323,dataset,ISO 19115,WFS; WMS,2024-04-09,dut,,Geluidbel. prov. wegen Lnight 2006,GELUIDHINDER; GELUIDSZONES; VERKEERSLAWAAI; VERKEERSINTENSITEITEN; WEGVERKEER; Informatief,"De dataset bevat de 50 dB, 55 dB, 60 dB, 65 dB en 70 dB Lnight geluidcontouren van de provinciale wegen van de Provincie Utrecht uit de 2e tranche EU-richtlijn omgevingslawaai (peiljaar 2006). Het betreft de wegen met jaarlijkse intensiteit tussen 3 en 6 miljoen motorvoertuigen.  De geluidsbelastingkaarten zijn geldig voor peiljaar 2006 en geven alleen de berekeningen i.k.v. de EU-richtlijn omgevingslawaai voor de provinciale wegen van Utrecht weer.",Provincie Utrecht,GIS@provincie-utrecht.nl,,,,GIS (Provincie Utrecht),"('4.824', '51.936', '5.612', '52.234')",Open data (publiek)|https://creativecommons.org/publicdomain/mark/1.0/deed.nl,otherRestrictions,,https://services.geodata-utrecht.nl/geoserver/m01_4_overlast_hinder/wfs,Geluidbelasting_intensiteit_minder_dan_6_miljoen_Lnight_2006,Geluidbelasting_intensiteit_minder_dan_6_miljoen_Lnight_2006,m01_4_overlast_hinder:Geluidbelasting_intensiteit_minder_dan_6_miljoen_Lnight_2006,Geluidbelasting_intensiteit_minder_dan_6_miljoen_Lnight_2006,m01_4_overlast_hinder:Geluidbelasting_intensiteit_minder_dan_6_miljoen_Lnight_2006,"(116268.80858118198, 438639.186125837, 170459.29740142595, 471919.77748740866)",True,True,2006;2e;3;50;55;6;60;65;70;GELUIDHINDER;GELUIDSZONES;Informatief;VERKEERSINTENSITEITEN;VERKEERSLAWAAI;WEGVERKEER;alleen;berekeningen;betreft;bevat;dataset;db;de;en;eu;geldig;geluidcontouren;geluidsbelastingkaarten;geven;het;i;intensiteit;jaarlijkse;k;lnight;met;miljoen;motorvoertuigen;omgevingslawaai;peiljaar;provinciale;provincie;richtlijn;tranche;tussen;uit;utrecht;v;van;voor;weer;wegen;zijn,True
c264af8c-f176-495d-89cb-b87c18616d49,dataset,ISO 19115,WFS; WMS,2023-06-13,dut,,Geluidbelasting - Contouren provinciale wegen Lnight 2009,GELUIDHINDER; GELUIDSZONES; PROVINCIALE WEGEN; VERKEERSLAWAAI; WET GELUIDHINDER; Informatief,De Provincie Utrecht heeft in 2006 met het Provinciaal Verkeers Milieu Model  (PVMM) de geluidsbelasting afkomstig van provinciale wegen bepaald. Deze gegevens zijn een vervolg op deze berekening en bevatten de geluidsbelasting (Lnig) voor 2009.,Provincie Utrecht,GIS@provincie-utrecht.nl,,,,"GIS (Provincie Utrecht); Siteur, Peter (Provincie Utrecht)","('4.824', '51.936', '5.623', '52.237')",Open data (publiek)|https://creativecommons.org/publicdomain/mark/1.0/deed.nl,otherRestrictions,,https://services.geodata-utrecht.nl/geoserver/m01_4_overlast_hinder/wfs,Geluidbelasting_Contouren_provinciale_wegen_Lnight_2009,Geluidbelasting_Contouren_provinciale_wegen_Lnight_2009,m01_4_overlast_hinder:Geluidbelasting_Contouren_provinciale_wegen_Lnight_2009,Geluidbelasting_Contouren_provinciale_wegen_Lnight_2009,m01_4_overlast_hinder:Geluidbelasting_Contouren_provinciale_wegen_Lnight_2009,"(116268.80858118198, 438641.58537922346, 171215.76496566136, 472253.5562565856)",True,True,2006;2009;GELUIDHINDER;GELUIDSZONES;Informatief;PROVINCIALE WEGEN;VERKEERSLAWAAI;WET GELUIDHINDER;afkomstig;bepaald;berekening;bevatten;de;deze;een;en;gegevens;geluidsbelasting;heeft;het;in;lnig;met;milieu;model;op;provinciaal;provinciale;provincie;pvmm;utrecht;van;verkeers;vervolg;voor;wegen;zijn,True
1f5c6bea-7b24-46af-9938-b6b38d2a8e16,dataset,ISO 19115,WFS; WMS,2023-06-13,dut,,Geluidbelasting - Contouren provinciale wegen 2016 (43 t/m 68 dB),GELUID; GELUIDHINDER; GELUIDSSCHERMEN; GELUIDSZONES; WET GELUIDHINDER; Informatief,"De dataset bevat de samengevoegde geluidcontouren van de provinciale wegen van de Provincie Utrecht. De klassenindeling is volgens de richtlijnen uit de wet geluidhinder (43 t/m 68 dB)  Voor de gemeente Vijfheerenlanden, die sinds 1 januari 2019 deel uitmaakt van de provincie Utrecht, is nog geen data beschikbaar.",Provincie Utrecht,GIS@provincie-utrecht.nl,,,,,"('4.813', '51.931', '5.633', '52.249')",Open data (publiek)|https://creativecommons.org/publicdomain/mark/1.0/deed.nl,otherRestrictions,,https://services.geodata-utrecht.nl/geoserver/m01_4_overlast_hinder/wfs,Geluidbelasting_Contouren_provinciale_wegen_2016_43_tm_68_dB,Geluidbelasting_Contouren_provinciale_wegen_2016_43_tm_68_dB,m01_4_overlast_hinder:Geluidbelasting_Contouren_provinciale_wegen_2016_43_tm_68_dB,Geluidbelasting_Contouren_provinciale_wegen_2016_43_tm_68_dB,m01_4_overlast_hinder:Geluidbelasting_Contouren_provinciale_wegen_2016_43_tm_68_dB,"(115507.95989774709, 438087.58527388255, 171905.34548824554, 473594.5632198282)",True,True,1;2019;43;68;GELUID;GELUIDHINDER;GELUIDSSCHERMEN;GELUIDSZONES;Informatief;WET GELUIDHINDER;beschikbaar;bevat;data;dataset;db;de;deel;die;geen;geluidcontouren;geluidhinder;gemeente;is;januari;klassenindeling;m;nog;provinciale;provincie;richtlijnen;samengevoegde;sinds;t;uit;uitmaakt;utrecht;van;vijfheerenlanden;volgens;voor;wegen;wet,True
7f3b8a8a-73b7-4a8b-b816-0fdd6bcb2a3c,dataset,ISO 19115,WFS; WMS,2023-06-13,dut,,Geluidbelasting provinciale wegen EU-richtlijn omgevingslawaai Lden 2016,GELUID; GELUIDSZONES; GELUIDHINDER; GELUIDSSCHERMEN; WET GELUIDHINDER; Informatief,De dataset bevat de Lden geluidcontouren van de provinciale wegen van de Provincie Utrecht uit de EU-richtlijn omgevingslawaai (peiljaar 2016). De geluidsbelastingkaarten zijn geldig voor peiljaar 2016 en geven alleen de berekeningen i.k.v. de EU-richtlijn omgevingslawaai voor de provinciale wegen van Utrecht weer.,Provincie Utrecht,GIS@provincie-utrecht.nl,,,,GIS (Provincie Utrecht),"('4.813', '51.902', '5.633', '52.249')",Open data (publiek)|https://creativecommons.org/publicdomain/mark/1.0/deed.nl,otherRestrictions,,https://services.geodata-utrecht.nl/geoserver/m01_4_overlast_hinder/wfs,Geluidbelasting_Contouren_provinciale_wegen_2016,Geluidbelasting_Contouren_provinciale_wegen_2016,m01_4_overlast_hinder:Geluidbelasting_Contouren_provinciale_wegen_2016,Geluidbelasting_Contouren_provinciale_wegen_2016,m01_4_overlast_hinder:Geluidbelasting_Contouren_provinciale_wegen_2016,"(115482.47445000388, 434861.16509942827, 171916.26537768525, 473594.5632198282)",True,True,2016;GELUID;GELUIDHINDER;GELUIDSSCHERMEN;GELUIDSZONES;Informatief;WET GELUIDHINDER;alleen;berekeningen;bevat;dataset;de;en;eu;geldig;geluidcontouren;geluidsbelastingkaarten;geven;i;k;lden;omgevingslawaai;peiljaar;provinciale;provincie;richtlijn;uit;utrecht;v;van;voor;weer;wegen;zijn,True
a3190274-863f-4f2c-80ff-69b58102d0c7,dataset,ISO 19115,WFS; WMS,2023-06-13,dut,,Geluidbelasting - Contouren provinciale wegen 2018 (43 t/m 68 dB),GELUID; GELUIDHINDER; GELUIDSSCHERMEN; GELUIDSZONES; WET GELUIDHINDER; Informatief,De dataset bevat de samengevoegde geluidcontouren van de provinciale wegen van de Provincie Utrecht. De klassenindeling is volgens de richtlijnen uit de wet geluidhinder (43 t/m 68 dB),Provincie Utrecht,GIS@provincie-utrecht.nl,,,,,"('4.813', '51.896', '5.639', '52.249')",Open data (publiek)|https://creativecommons.org/publicdomain/mark/1.0/deed.nl,otherRestrictions,,https://services.geodata-utrecht.nl/geoserver/m01_4_overlast_hinder/wfs,Geluidbelasting_-_Contouren_provinciale_wegen_2018_43_tm_68_dB,Geluidbelasting_-_Contouren_provinciale_wegen_2018_43_tm_68_dB,m01_4_overlast_hinder:Geluidbelasting_-_Contouren_provinciale_wegen_2018_43_tm_68_dB,Geluidbelasting_-_Contouren_provinciale_wegen_2018_43_tm_68_dB,m01_4_overlast_hinder:Geluidbelasting_-_Contouren_provinciale_wegen_2018_43_tm_68_dB,"(115477.20223786557, 434195.0460585732, 172331.51024225567, 473594.5632198282)",True,True,43;68;GELUID;GELUIDHINDER;GELUIDSSCHERMEN;GELUIDSZONES;Informatief;WET GELUIDHINDER;bevat;dataset;db;de;geluidcontouren;geluidhinder;is;klassenindeling;m;provinciale;provincie;richtlijnen;samengevoegde;t;uit;utrecht;van;volgens;wegen;wet,True
58b8beb2-8096-4dcb-9cfd-cc645c7b1924,dataset,ISO 19115,WFS; WMS,2023-06-13,dut,,Geluidbelasting - Adreslocaties met een belasting van 50 dB en hoger 2018,GELUID; GELUIDHINDER; GELUIDSSCHERMEN; WET GELUIDHINDER; Informatief,"In de dataset zijn de geluidgevoelige objecten in de provincie Utrecht weergegeven die gekenmerkt worden door een geluidbelasting op de gevel van respectievelijk meer dan 50, 55, 60, 61 en 65 dB Lden als gevolg van wegverkeerslawaai door een van de provinciale wegen. De gegevens zijn afkomstig van de Rapportage EU Richtlijn Omgevingslawaai 3e tranche (peiljaar 2018).",Provincie Utrecht,GIS@provincie-utrecht.nl,,,,GIS (Provincie Utrecht),"('4.826', '51.901', '5.628', '52.242')",Open data (publiek)|https://creativecommons.org/publicdomain/mark/1.0/deed.nl,otherRestrictions,,https://services.geodata-utrecht.nl/geoserver/m01_4_overlast_hinder/wfs,Geluidbelasting_-_Adreslocaties_met_een_belasting_van_50_dB_en_hoger_2018,Geluidbelasting_-_Adreslocaties_met_een_belasting_van_50_dB_en_hoger_2018,m01_4_overlast_hinder:Geluidbelasting_-_Adreslocaties_met_een_belasting_van_50_dB_en_hoger_2018,Geluidbelasting_-_Adreslocaties_met_een_belasting_van_50_dB_en_hoger_2018,m01_4_overlast_hinder:Geluidbelasting_-_Adreslocaties_met_een_belasting_van_50_dB_en_hoger_2018,"(116376.2836187435, 434748.75674293103, 171572.52521800512, 472808.7958177331)",True,True,2018;3e;50;55;60;61;65;GELUID;GELUIDHINDER;GELUIDSSCHERMEN;Informatief;WET GELUIDHINDER;afkomstig;als;dan;dataset;db;de;die;door;een;en;eu;gegevens;gekenmerkt;geluidbelasting;geluidgevoelige;gevel;gevolg;in;lden;meer;objecten;omgevingslawaai;op;peiljaar;provinciale;provincie;rapportage;respectievelijk;richtlijn;tranche;utrecht;van;weergegeven;wegen;wegverkeerslawaai;worden;zijn,True
efddf92d-ad05-4350-9477-0e58c3765121,dataset,ISO 19115,WMS; WFS,2022-05-25,dut,28992,PFAS - meetlocaties tijdelijke achtergrondwaarden,PFOA; PFOS; bodem,In deze kaart zijn de meetlocaties te zien die zijn gebruikt voor de afleiding van de tijdelijke achtergrondwaarde PFAS in landbodem. De meetlocaties liggen in onverdachte gebieden. Voor iedere locatie zijn ook de meetwaarden van de verschillende PFAS stoffen beschikbaar.,Atlas Leefomgeving,atlasleefomgeving@rivm.nl,,,,,"('3.37087', '50.7539', '7.21097', '53.4658')",geen beperkingen,otherRestrictions,,https://data.rivm.nl/geo/alo/wfs?,vw_rivm_20200131_meetlocaties_pfas,vw_rivm_20200131_meetlocaties_pfas,alo:vw_rivm_20200131_meetlocaties_pfas,vw_rivm_20200131_meetlocaties_pfas,alo:vw_rivm_20200131_meetlocaties_pfas,"(12714.671780765639, 308707.4330927675, 283699.2577987334, 610720.4772311931)",True,True,PFOA;PFOS;achtergrondwaarde;afleiding;beschikbaar;bodem;de;deze;die;gebieden;gebruikt;iedere;in;kaart;landbodem;liggen;locatie;meetlocaties;meetwaarden;onverdachte;ook;pfas;stoffen;te;tijdelijke;van;verschillende;voor;zien;zijn,True
